ID,Problem,Model Response,Extracted Answer,Ground Truth,Correct,Latency,Subject,Input Tokens,Output Tokens
2f831bc8-b2c6-47da-a76a-9ada20456324,"In modern day obstetrics, most common cause of rupture uterus is -",The most common cause of uterine rupture in modern obstetrics is rupture of a previous cesarean section scar (especially with TOLAC).  The answer is (B),B,B,True,5.443992559,Gynaecology & Obstetrics,86,365
d634c9bf-b773-47ce-96ee-953e4afe2105,First line approach for shoulder dystocia is -,The answer is (B),B,B,True,3.680618962,Gynaecology & Obstetrics,82,336
0de041cf-97f7-4e3c-8837-e13ee37c4bd2,One of the following features can be used to define contracted pelvis:,"A contracted pelvis is defined when one or more of the pelvic diameters are reduced by at least 1 cm below normal. The normal transverse diameter of the inlet is about 13 cm; 10 cm is clearly reduced and indicates contraction. An AP diameter of 12 cm is not reduced, and pelvic types (platypelloid, gynaecoid) do not by themselves define contraction.  The answer is (A)",A,A,True,21.824781963,Gynaecology & Obstetrics,96,928
1593e938-8ef3-4db5-9c35-9f63742590a6,Milky white watery discharge with fishy odour from vagina along with minimal itching is due to:,The answer is (A),A,A,True,3.700185833,Gynaecology & Obstetrics,89,144
4f44f1c1-52ff-4825-8c60-8425baf74e85,What is the most common complication after abdominal hysterectomy: March 2007,The answer is (B),B,A,False,15.793244899,Gynaecology & Obstetrics,91,1040
fc602f0d-1d66-45a8-bcc0-6c32ed2d4724,Which is the safest contraceptive method for a woman with sickle-cell anaemia ?,The answer is (B),B,C,False,6.624964019,Gynaecology & Obstetrics,95,528
6cfa1ab3-bd18-4fd5-9e40-42280bc13424,Post coital test showing non motile sperms in the cervical smear and Motile sperms from the posterior fornix suggests :,"Nonmotile sperm in cervical mucus but motile sperm in the posterior fornix indicates that sperm are viable in the vagina but get immobilized upon contact with cervical mucus, suggesting antisperm antibodies/hostile cervical mucus—an immunological factor.  The answer is (B)",B,A,False,6.215509344,Gynaecology & Obstetrics,99,577
acf85b2d-d21e-4802-9768-1be31a07d27f,"In which of the types of Hysterectomy, uterine vessels are ligated at the level of ureter",The answer is (B),B,B,True,8.827202759,Gynaecology & Obstetrics,92,784
ec86cb3b-b322-475e-a0dc-7ed67670f335,At what gestational age should be pregnancy with cholestasis of pregnancy be terminated?,The answer is (C),C,C,True,21.79134763,Gynaecology & Obstetrics,85,848
735f9fb4-e3c3-4561-a95a-3940e13f048e,A 22 year old G2 P1 presents with rupture of membranes at 19 weeks. She subsequently delivers. Which of the following is seen in autopsy of lungs of nonviable fetus,The answer is (C),C,C,True,18.622431491,Gynaecology & Obstetrics,109,1424
0d48927b-7db2-4e7a-8e98-713cfb291d89,Choriocarcinoma commonly metastasize to:,The answer is (B),B,B,True,3.240940283,Gynaecology & Obstetrics,73,144
f9438e5f-2e68-4e02-a5b9-9a0ca60a6c61,P/V examation is contraindcated in,The answer is (A),A,A,True,12.817354814,Gynaecology & Obstetrics,78,528
63393ad7-8503-4c15-92d9-f7c935667b3e,The drug that inhibits uterine contractility and cause pulmonary edema is -,The answer is (A),A,A,True,6.887495205,Gynaecology & Obstetrics,85,464
000dd38b-1d32-4390-9840-27452bd2e383,Best diagnosis of ovulation is by :,The answer is (A),A,A,True,11.668600752,Gynaecology & Obstetrics,76,720
d3cf0e7f-4683-41a1-876a-6c7caa2612a8,Most common heart disease which is associated with maximum mortality during pregnancy,Eisenmenger syndrome carries the highest maternal mortality in pregnancy due to severe pulmonary hypertension and right-to-left shunting.  The answer is (A),A,A,True,13.691847025,Gynaecology & Obstetrics,77,744
8c14a7bd-16a1-48be-965a-5e90e40103c6,A 35-year-old woman is observed to have CIN grade III on colposcopic biopsy. T/t includes:a) Cold knife conizationb) Simple hysterectomyc) Radical hysterectomyd) Lap assisted hysterectomye) LEEP,The answer is (D),D,D,True,8.014976905,Gynaecology & Obstetrics,120,720
8685bc41-2485-48ae-b3c3-5e0924539925,The best investigation to diagnose carcinoma cervix in early stages:,"- Pap smear is the best screening test for early cervical neoplasia but is not diagnostic. - Definitive diagnosis requires histopathology; in early lesions, the best approach is colposcopy-directed (colposcopic) biopsy. - Acetowhite change is only a colposcopic sign, not a diagnosis. - Hysteroscopy evaluates the uterine cavity, not the cervix.  The answer is (A)",A,C,False,11.216950914,Gynaecology & Obstetrics,84,676
8263ccfd-ad7a-43e7-bb76-f0e5a09d8db2,Cesarean section is preferred in:,The answer is (B),B,B,True,10.668333306,Gynaecology & Obstetrics,78,656
0f1d9272-7da7-4b15-a39c-afd7923b4fe7,Uteroplacental blood flow per minute,The answer is (D),D,D,True,5.551186914,Gynaecology & Obstetrics,86,272
54bc73f8-f5e0-4e07-976f-cd0d9eea3bce,Which one of the following anti-hypeensive drugs is contraindicated in pregnancy?,The answer is (D),D,D,True,5.581427609,Gynaecology & Obstetrics,89,400
fcc9075d-0fc0-4c1a-84be-fd440cf52dd1,"An intrauterine pregnancy of approximately 10 weeks gestation is confirmed in a 30 year old, gravida 5, para 4 woman with an IUD in place. The patient expresses a strong desire for the pregnancy to be continued. On examination, the string of the IUD is noted to be protruding from the cervical os. The most appropriate course of action is to:",The answer is (C),C,C,True,3.610789474,Gynaecology & Obstetrics,177,208
1074fa02-ece9-45d6-81f1-753a903a8cde,The major contribution to the human seminal fluid is from:,The answer is (B),B,B,True,2.608197745,Gynaecology & Obstetrics,85,144
7ca20964-d366-4593-b2f4-ddb963e75e4b,Nonoxynol - 9 (marketed as 'Today') is a/an :,The answer is (C),C,C,True,10.39218174,Gynaecology & Obstetrics,95,592
c1a416f9-6220-4607-91f3-f12ea96f8a41,Drugs used for treatment of ectopic pregnancy are:a) MTXb) Actinomycin-Dc) HCGd) RU-486e) KCl,"- MTX: Yes, standard medical management for selected ectopic pregnancies. - Actinomycin-D: Yes, has been used as an alternative cytotoxic agent in medical management (though less common than MTX). - HCG: No, not used to treat ectopic pregnancy. - RU-486 (Mifepristone): Yes, used as an adjunct in some medical regimens for ectopic pregnancy. - KCl: Yes, used for local injection (e.g., into fetal heart/sac) in live ectopic or heterotopic pregnancies.  The correct set is a, b, d, e.  The answer is (D)",D,D,True,30.233275479,Gynaecology & Obstetrics,98,1871
b49ec8b2-08e6-4921-9cc5-2831538dae39,A 28-year-old lady is suspected to have the polycystic ovarian disease. The sample for testing LH & FSH are best taken on the following days of the menstrual cycle,"- For evaluating PCOS, LH and FSH should be measured when baseline (unstimulated) gonadotropin levels are most representative. - This is in the early follicular phase, typically cycle days 2–4 (often day 3), before the mid-cycle LH surge and luteal feedback. - Interpreting the options:    - A (8–10) is later follicular.   - B (1–4) corresponds to early follicular.   - C (13–15) is mid-cycle (around the LH surge).   - D (24–26) is luteal phase. - Therefore, the best timing is days 1–4.  The answer is (B)",B,B,True,10.943019721,Gynaecology & Obstetrics,108,733
65c39ab8-c474-4afc-9383-42abc518bae0,"In post-coital test, which of the following factors is assessed?","The post-coital (Sims-Huhner) test evaluates the interaction between sperm and the cervical mucus after intercourse, assessing the presence and motility of sperm within the mucus and the quality of the mucus. It does not assess vaginal, uterine, or psychological factors.  The answer is (A)",A,A,True,3.48001527,Gynaecology & Obstetrics,82,327
93880c0a-210d-4eb8-867e-3bb68f79eb47,Transobturator tape approach in treatment of urinary incontinence is known to,The answer is (B),B,B,True,18.863426015,Gynaecology & Obstetrics,107,1104
27786bec-7bef-4c42-92f7-16bb35f0f83e,"In Medical termination of pregnancy, according to FDA, Misoprostol is given after how many hours of Mifepristone?",The answer is (B),B,B,True,11.428379001,Gynaecology & Obstetrics,95,528
e225e13d-0396-47db-958e-43a5ad7c3c75,The production of cervical mucus is stimulated by :,The answer is (B),B,B,True,7.370609785,Gynaecology & Obstetrics,76,336
5a12e8a7-4740-406f-b53a-aa71cba7d5b6,In which condition of the following you see the sine wave on a Cardiotocograph,The answer is (D),D,D,True,4.287972413,Gynaecology & Obstetrics,87,336
1af1e0a3-da55-4f83-a775-af9475a66356,The most common lesion of a mature placenta with no much clinical significance is:,The answer is (A),A,A,True,9.994535127,Gynaecology & Obstetrics,87,720
8cbd805c-9a98-48f6-bea8-972847734b3d,Classical cesarean section in indicated in a patient with :,The answer is (C),C,C,True,14.211884817,Gynaecology & Obstetrics,83,1104
95b18ad6-e3d5-43de-a2c8-160de09b3757,Risk of HIV transmission is highest during?,The answer is (C),C,C,True,8.55824527,Gynaecology & Obstetrics,77,464
9579169e-3eba-464b-a9c1-2b8257832989,The best time to do chorionic villous sampling is:,The answer is (D),D,D,True,4.353910571,Gynaecology & Obstetrics,92,336
0e5f2614-0b1b-433e-a936-f6182a6047ed,Ovary is supplied by which nerve root?,The answer is (B),B,B,True,5.270597049,Gynaecology & Obstetrics,73,400
e26e564c-a19a-42aa-965e-eb60f06a9798,The spinbarkeit of cervical mucous in a woman is maximum at one of the following phases of the cycle :,"Estrogen levels peak around ovulation, making cervical mucus thin, watery, and highly stretchable (spinnbarkeit). Progesterone after ovulation reduces this property. Therefore, it is maximal at the ovulatory phase.  The answer is (B)",B,B,True,3.239582033,Gynaecology & Obstetrics,92,189
77811df3-2a27-4105-8148-c8a96f1cdce5,First sign of magnesium sulphate toxicity is?,The answer is (A),A,A,True,3.277319542,Gynaecology & Obstetrics,81,208
98abbb04-e57f-4335-af1d-06d737cbde9e,Stain used for maturity assessment of amniotic fluid cells is:,The answer is (D),D,D,True,4.886647211,Gynaecology & Obstetrics,82,336
70988e61-03f9-411c-a1b0-f1a42ff6a677,The most common cause of vesicovaginal fistula(VVF) in under-developed countries would be:,The answer is (A),A,A,True,2.711819264,Gynaecology & Obstetrics,94,208
775b329f-8966-4b00-9adc-69b6063ea811,Which of the following antenatal complications may cause placentomegaly?,The answer is (B),B,B,True,5.36094032,Gynaecology & Obstetrics,79,464
e7632bb3-3f7c-4a64-9873-8bdf1949195e,Blastocyte comes out on which day after feilization ?,The answer is (A),A,A,True,6.197930499,Gynaecology & Obstetrics,87,400
c5909f86-ec12-4eaf-a7e4-ca1ba19a6da8,"Using Naegele rule, calculate the due date if last menstrual date is july 5th?","- Naegele’s rule: Add 7 days to LMP, subtract 3 months, add 1 year if needed. - LMP: July 5 - Add 7 days: July 12 - Subtract 3 months: April 12 (next year)  The answer is (D)",D,D,True,3.631100485,Gynaecology & Obstetrics,92,331
1bef317c-4731-4d22-a51a-ca017adb471b,Sub pubic angle is :,The answer is (C),C,C,True,7.429707128,Gynaecology & Obstetrics,82,656
bf6ba1de-e786-4ccd-ab65-6defd6c0730f,Which of the measurement correlates with the sub occipitofrontal diameter of fetal skull?,The answer is (B),B,B,True,7.499007301,Gynaecology & Obstetrics,91,656
c7e72088-2221-4f7b-9cd3-58a1560527db,Best time for detecting chorionicity twin pregnancy on USG Is:,"Chorionicity is best determined in the first trimester when the lambda (twin-peak) sign is most visible, optimally around the nuchal translucency scan window. Therefore, 10–14 weeks is ideal.  The answer is (B)",B,B,True,6.211411546,Gynaecology & Obstetrics,90,383
de4cb3aa-1699-4449-903f-a8434af1d1d3,Most common serotype of HPV associated with cervical carcinoma is:-,"HPV types 16 and 18 are the high-risk types most strongly associated with cervical carcinoma, with HPV 16 being the most common.  The answer is (B)",B,B,True,5.222383781,Gynaecology & Obstetrics,81,237
e759f847-545b-4bc8-a938-b52b8d6d7497,Among of following IUCD's which has life span for 10 years :,The answer is (A),A,A,True,3.195791065,Gynaecology & Obstetrics,83,272
7950ddb3-387c-438c-8ab5-f82104180f58,Which of the following perinatal infections has the highest risk of fetal infection in the first trimester:,"- Hepatitis B virus: Vertical transmission is primarily intrapartum; transplacental infection in the first trimester is rare. - Syphilis: Transplacental transmission can occur but risk generally increases with gestation; lower in first trimester than later. - Toxoplasmosis: Risk of fetal transmission is lowest in the first trimester and increases with gestational age (though severity is greatest if early). - Rubella: Very high risk of fetal infection in the first trimester (up to ~80–90% before 12 weeks), with severe consequences.  The answer is (D)",D,D,True,8.984890234,Gynaecology & Obstetrics,89,768
b30ad143-cb2d-4e77-875d-16d230e41f10,Investigation of choice in postcoital bleeding in a 60-year-old lady is:,The answer is (B),B,B,True,7.7873592,Gynaecology & Obstetrics,89,528
c17035e5-4a81-412e-b200-74b95c502449,"In the perspective of the busy life schedule in the modern society, the accepted minimum period of sexual cohabilitation resulting in no offspring for a couple to be declared infertile is:","Infertility is typically defined as the inability to conceive after 12 months of regular, unprotected intercourse when a couple is living together. While older definitions sometimes used two years, modern practice has shifted to one year, especially considering earlier evaluation needs in today’s context.  The answer is (A)",A,A,True,8.182971739,Gynaecology & Obstetrics,103,518
1a05c417-521e-4555-a3b3-d530796ff92f,"The main poion of the ovarian aery, vein, and nerves are carried to and from the ovary by way of the:",The answer is (A),A,A,True,4.073553095,Gynaecology & Obstetrics,96,208
6c6a4927-1df4-449d-beb4-5d6bd49292ea,Best contraceptive for diabetic female is :,The answer is (B),B,C,False,7.744097332,Gynaecology & Obstetrics,73,464
54cfef03-ae9b-41d5-b517-4c71add991df,Which of the following histologic types of invasive breast cancer has the best prognosis?,The answer is (C),C,C,True,4.316119677,Gynaecology & Obstetrics,87,272
84ab63c5-c08c-40b4-9efd-d310be66ec4f,OCP's are contraindicated in women receiving which of the following drug ?,The answer is (A),A,A,True,4.595309031,Gynaecology & Obstetrics,86,400
315abac1-65d5-4fe6-b346-9d0455f1fa75,Which of the following infection may cause asherman syndrome?,The answer is (C),C,C,True,3.01532965,Gynaecology & Obstetrics,77,144
a9f633ef-fcf4-4f9c-a777-2b0eb2114814,Which drug is given to prevent HIV transmission from mother to child:,"Nevirapine has historically been used as single-dose prophylaxis to reduce mother-to-child transmission of HIV during labor and to the newborn. Among the options listed, it is the classic drug associated with PMTCT.  The answer is (A)",A,A,True,6.300335356,Gynaecology & Obstetrics,83,316
38998651-0013-4f9b-8e70-a203b625fc2b,A woman is said to be having menorrhagia if the menstrual blood loss is more than :,"Menorrhagia is classically defined as menstrual blood loss exceeding 80 mL per cycle (or bleeding lasting more than 7 days). Therefore, among the options given, >80 mL is the correct threshold.  The answer is (D)",D,D,True,4.92273673,Gynaecology & Obstetrics,88,253
94789f5f-9484-4c74-837e-f24464876d18,Placenta has :,"Two umbilical arteries carry deoxygenated blood from the fetus to the placenta, and one umbilical vein returns oxygenated blood to the fetus. Therefore, the configuration is 2 arteries and 1 vein.  The answer is (B)",B,B,True,5.343249589,Gynaecology & Obstetrics,92,316
33502299-4267-40a4-a45c-11ed7b408a02,Previous ectopic pregnancy is a contraindication for,The answer is (A),A,C,False,30.615039422,Gynaecology & Obstetrics,94,2768
2fa89e44-2609-4821-ab8b-9a27fdee1e25,Glucosuria during routine investigation of antenatal visit indicates that there is need for :,Glucosuria in pregnancy is common due to a lower renal threshold and does not by itself diagnose gestational diabetes. A confirmatory glucose tolerance test is needed before initiating any treatment.  The answer is (D),D,D,True,6.828228905,Gynaecology & Obstetrics,86,372
600057d1-acc5-4004-8a9a-64a218df1850,DNA analysis of chorionic villus/amniocentesis is not likely to detect:,"- Chorionic villus sampling/amniocentesis with DNA analysis is well-suited for single-gene disorders when the causative mutation is common or readily identifiable. - Tay-Sachs disease: common HEXA mutations (especially in certain populations) make DNA-based prenatal diagnosis reliable. - Sickle cell disease: caused by a single well-known point mutation (HBB Glu6Val), easily detected by DNA testing. - Duchenne muscular dystrophy: often due to large deletions/duplications in the dystrophin gene that are commonly detectable by DNA methods. - Hemophilia A: caused by many different and heterogeneous mutations in the F8 gene; unless the specific familial mutation is known, routine DNA analysis is less likely to detect it reliably.  The answer is (B)",B,A,False,21.055427003,Gynaecology & Obstetrics,92,1449
eaaed9a3-f683-4cb7-bf24-2964a0908d73,Most common congenital abnormality of uterus,The answer is (D),D,D,True,4.399686318,Gynaecology & Obstetrics,77,272
d6c4c302-e9db-45fc-b02e-b6a7de42d1a9,Which of the following cannot be detected by wet film?,Wet film (saline or KOH wet mount) can detect: - Trichomonas vaginalis by observing motile trichomonads - Candida by seeing budding yeast or pseudohyphae (often with KOH) - Bacterial vaginosis by identifying clue cells and a positive whiff test  Chlamydia trachomatis is intracellular and cannot be visualized on a wet mount; it requires NAAT or other specific tests.  The answer is (C),C,C,True,4.412117378,Gynaecology & Obstetrics,80,428
572d973d-aa0a-4908-806d-98933e1f266b,"A 28 yrs old lady, Rani, is suspected to have polycystic ovarian disease. Sample for testing LH and FSH are best taken on the following days of menstrual cycle:","Baseline LH and FSH should be measured in the early follicular phase (around days 2–4) for suspected PCOS. Among the options, days 1–4 correspond to this window.  The answer is (A)",A,B,False,15.873017225,Gynaecology & Obstetrics,109,1081
d897a8fe-c253-47ac-8dee-542fb8bf4f02,Maximum permissible radiation dose in pregnancy is :,The answer is (D),D,D,True,17.850789256,Gynaecology & Obstetrics,84,1296
bdb1d94e-5332-4c82-a219-5c5d3fc7dcbe,Which type of Human papilloma virus is most commonly associated with Cervical cancer ?,"HPV types 16 and 18 are the high-risk types most associated with cervical cancer, with HPV 16 being the most common. The other listed types are not commonly linked to cervical cancer.  The answer is (A)",A,A,True,2.397402246,Gynaecology & Obstetrics,84,184
6365103a-4794-4e37-bd16-2e0bc3d4748a,Most important factor that affects the outcome of twin gestation is -,The answer is (C),C,C,True,6.258191091,Gynaecology & Obstetrics,83,272
502c9fa2-c199-41cc-b8e7-e2892ee33a95,MC cause of anovulation is-,PCOS is the most common cause of anovulation.  The answer is (A),A,A,True,4.951673021,Gynaecology & Obstetrics,79,220
3e6f3831-67e1-45eb-be5e-e79d6e32936b,The following drug can be given safely in pregnancy:,"- Propylthiouracil (PTU): Considered the preferred antithyroid drug in the first trimester of pregnancy due to lower teratogenic risk compared to methimazole. While PTU has potential hepatotoxicity, it is still used in early pregnancy and thus can be given relatively safely. - Methotrexate: Contraindicated in pregnancy (teratogenic; category X). - Warfarin: Contraindicated in pregnancy due to teratogenicity and fetal warfarin syndrome; heparin is preferred. - Tetracycline: Contraindicated in pregnancy due to effects on fetal teeth and bone.  The answer is (A)",A,A,True,7.144829811,Gynaecology & Obstetrics,83,467
b119be66-6dce-403a-8659-7ed66a918ef7,Which of the following is the most common malignant germ cell tumor of ovary?,The answer is (B),B,B,True,1.885721288,Gynaecology & Obstetrics,89,144
1eb7a888-8e34-45bf-977b-0e6ccf3f648d,"During the delivery, episiotomy extends through the sphincter of the rectum, but the rectal mucosa is intact. How would you classify this type of perineal tear?",The answer is (C),C,C,True,3.388286384,Gynaecology & Obstetrics,109,272
bbee72cd-1f1a-45e4-be83-a9cb1d214d34,The mucosal lining of the vagina is composed ol cell :,The answer is (C),C,C,True,1.816354115,Gynaecology & Obstetrics,88,144
36eced38-21e9-4ca3-9678-0a62ac563d53,Hematoma of the sternomastoid muscle detected in a 16 days old infant requires :,The answer is (D),D,D,True,4.228859834,Gynaecology & Obstetrics,94,400
836fa574-d95c-414d-944f-249c1fdb121d,What is the normal weight gain in normal pregnancy?,"The normal recommended total weight gain in a normal pregnancy is around 10–12 kg, so the closest option is 10–11 kg.  The answer is (C)",C,C,True,6.254735292,Gynaecology & Obstetrics,81,365
8ec0de8f-1e89-4cdd-8308-723ee3d95c20,"Primary Amenorrhea with Absent uterus, Normal breasts and Scanty pubic hair is seen in","Absent uterus with normal breast development narrows to Müllerian agenesis (MRKH) or Androgen Insensitivity Syndrome. Scanty pubic/axillary hair points to androgen insensitivity (due to lack of androgen action), not MRKH (where pubic hair is normal). Therefore, the correct answer is AIS (Testicular Feminizing Syndrome).  The answer is (D)",A,D,False,14.063551724,Gynaecology & Obstetrics,98,599
9496193a-3444-44a9-a041-167f7b508b78,What should be the time of termination of pregnancy of a female with ove diabetes controlled with insulin ?,"For insulin-controlled diabetes in pregnancy without complications, delivery is generally planned after fetal maturity but before the risks of prolonged gestation increase—typically at or just after 37 weeks. Earlier delivery (32–34 weeks) is reserved for poor control or complications, while waiting until 40 weeks is more appropriate for diet-controlled gestational diabetes.  The answer is (C)",C,C,True,10.680908437,Gynaecology & Obstetrics,88,659
a9c5de5d-0cf9-4262-9c55-84f0108b3d85,The normal bacterial flora in vagina makes it :,"- The normal vaginal flora is dominated by Lactobacillus species. - Under the influence of estrogen, the vaginal epithelium accumulates glycogen. - Lactobacilli metabolize glycogen to lactic acid, lowering the vaginal pH to around 3.8–4.5. - This acidic environment helps inhibit pathogenic organisms.  The answer is (A)",A,A,True,4.821690106,Gynaecology & Obstetrics,74,279
f1bbc2e3-7123-4849-89ba-9802800cdfef,Involution of uterus takes -- weeks :,The answer is (B),B,B,True,2.232139383,Gynaecology & Obstetrics,72,208
673b5e10-2d2b-48bc-b3a9-01d47f983098,Which of the following is the most accurate way of dating the pregnancy?,"- Uterine size on exam is imprecise and varies with factors like fibroids and examiner. - Quantitative serum hCG levels vary widely and are not reliable for precise dating. - Progesterone levels assess viability, not gestational age. - First-trimester crown-rump length (CRL) on ultrasound is the most accurate method for dating pregnancy.  The answer is (C)",C,C,True,8.625425822,Gynaecology & Obstetrics,105,603
3b038236-a75a-4281-8bb1-410a841a0010,"When used for emergency contraception, What is the dose of ulipristal acetate?",The answer is (B),B,B,True,1.545438887,Gynaecology & Obstetrics,85,80
716b86fb-9e26-4d0f-9d8f-2496dafa3e33,Use of prostaglandins:,"Prostaglandins are used to induce uterine contractions for evacuation in missed abortion and second-trimester termination, and to manage postpartum hemorrhage (e.g., carboprost, misoprostol). They are not used to treat ectopic pregnancy.  The answer is (A, B, D)",A,A,True,6.760532715,Gynaecology & Obstetrics,77,648
a6058206-5415-40aa-a173-ec4a4b7705c2,"A woman 30 years of age, is on warfarin for deep vein thrombosis. Which contraceptive should be advised to her?",The answer is (B),B,C,False,17.419888109,Gynaecology & Obstetrics,99,1616
f696f07f-c5e0-4d8a-802a-95d2636a6d5c,The best investigation for dating pregnancy Is :,The answer is (A),A,A,True,7.300511299,Gynaecology & Obstetrics,90,464
042ade14-dbdd-4de5-aced-d5cfa7e41086,Intrauterine insemination means placement of:,The answer is (B),B,B,True,3.440354108,Gynaecology & Obstetrics,82,336
f4bf6291-28b7-4416-9fcc-9a9e06af0f8a,"A 25 years old female was diagnosed to have choriocarcinoma, management is:",The answer is (A),A,A,True,3.680386958,Gynaecology & Obstetrics,91,336
a1acf1a3-81bc-48e6-b640-91a32c645ae2,HT indicated in menopausal women,The answer is (A),A,A,True,7.881657219,Gynaecology & Obstetrics,74,400
6ce19382-d707-41a2-8a31-5bf55f179e12,Which of the following is the commonest type of malignancy of ovary?,The answer is (A),A,A,True,7.877086869,Gynaecology & Obstetrics,86,400
83926e2f-854e-4ae7-9d8a-9dc1decf7687,Which of the following is the least likely physiological change in pregnancy:,"During pregnancy: - Intravascular (plasma) volume increases. - Cardiac output increases due to increased stroke volume and heart rate. - Stroke volume increases, especially in early to mid-pregnancy. - Peripheral vascular resistance decreases due to vasodilation and the low-resistance placental circulation.  Therefore, an increase in peripheral vascular resistance is least likely.  The answer is (D)",D,D,True,5.433199518,Gynaecology & Obstetrics,88,281
eec1e00c-626d-4c92-a9fb-f08cf29b6cb9,Sarcoma botyroides in vagina is seen in which age-,"Sarcoma botryoides (embryonal rhabdomyosarcoma) of the vagina typically presents in infants and young children, most commonly under 5 years, thus under 8 years.  The answer is (A)",A,A,True,7.686420352,Gynaecology & Obstetrics,90,377
3ef244fe-e79f-42bb-8d47-b75b799ca6a4,Most common symptom present in undisturbed ectopic:,The answer is (A),A,A,True,6.828381651,Gynaecology & Obstetrics,81,656
c2df8d48-cc49-417f-bf2a-6ae3ee95edfe,Most common cause of breech presentation:,The answer is (C),C,C,True,2.83216966,Gynaecology & Obstetrics,79,208
af3179b4-7b31-48d9-a25c-3d5ded49cdb9,WHO definition of aboion is,The answer is (C),C,B,False,5.148939309,Gynaecology & Obstetrics,107,400
0e7bbb2e-7820-4b9f-bf7c-4445a12a3292,Which of the following is an indication for using mifepristone?,"Mifepristone is an antiprogestin used for medical termination of intrauterine pregnancy and can be used to manage uterine fibroids; it is not indicated for ectopic pregnancy, molar pregnancy, or habitual abortion.  The answer is (B)",B,B,True,15.16663755,Gynaecology & Obstetrics,85,960
60cbeb71-3c76-413f-a843-5ed3681f364d,Most severely affected child in Rh-isoimmunization patients if:,The answer is (A),A,A,True,5.849935321,Gynaecology & Obstetrics,114,464
6af2a9ab-511e-4a54-b507-a05bc16995d2,AP diameter is more than transverse diameter in the following:,The answer is (A),A,A,True,9.005323197,Gynaecology & Obstetrics,82,464
068c98ce-022b-42e7-9c47-b8aac95b3e7a,Which of the following artery runs through round ligament,The answer is (B),B,B,True,9.602025694,Gynaecology & Obstetrics,81,464
904387cc-edf1-45b4-9232-98dffb5ba021,Which is most significant finding in cardiotocography for detection of fetal hypoxia :,The answer is (A),A,A,True,4.532379719,Gynaecology & Obstetrics,87,336
70dfec78-5909-4e8d-bd01-1bc7a055f619,Which of the following is the most radiosensitive ovarian tumors:,"Dysgerminoma is the ovarian counterpart of seminoma and is classically highly radiosensitive. Dermoid cyst and serous cystadenoma are benign and not treated with radiotherapy, and endodermal sinus (yolk sac) tumors are primarily chemosensitive rather than radiosensitive.  The answer is (A)",A,A,True,7.788181663,Gynaecology & Obstetrics,86,331
45ce255e-ac5b-43f3-8828-c78c2e9141c7,Saffron coloured meconium is seen in :,The answer is (A),A,A,True,21.898426212,Gynaecology & Obstetrics,75,1232
e3f23718-cc7c-4369-be21-2e85ecc4ea1c,Not a feature of diabetes mellitus in pregnancy,"- Hydramnios (polyhydramnios) is common in diabetic pregnancy due to fetal osmotic diuresis from hyperglycemia. - Congenital defects are increased in pregestational diabetes. - Neonates of diabetic mothers classically develop hypoglycemia (from fetal hyperinsulinemia), not hyperglycemia. - Postdatism is not a characteristic feature of diabetes, but the most definitively “not a feature” among the options is neonatal hyperglycemia.  The answer is (C)",C,C,True,16.876877173,Gynaecology & Obstetrics,78,1074
2dd37e61-16a2-4285-9be0-e4c4229fdee0,Which of the following gas is commonly used in laparoscopic procedures?,The answer is (D),D,D,True,2.926330171,Gynaecology & Obstetrics,77,208
cfef42d6-816c-4a75-a78b-eda83b00c201,A 54-year old woman complains of hot flashes and night sweats. Her last menstrual period was 2 years ago. She also has migraine headaches and a family history of breast cancer her maternal aunt. What is the appropriate treatment for her?,"- She is postmenopausal (last period 2 years ago) with vasomotor symptoms (hot flashes, night sweats). - Hysterectomy and endometrial biopsy are not indicated without uterine pathology or bleeding. - Estrogen cream is local therapy for vulvovaginal atrophy and does not treat hot flashes. - Given her migraines and family history of breast cancer, estrogen therapy is less desirable. - A progestin (medroxyprogesterone acetate) is effective for vasomotor symptoms when estrogen is not preferred.  The answer is (C)",C,C,True,21.363640724,Gynaecology & Obstetrics,123,1154
ba377b3a-d5fc-4694-89b2-ed1d828f899b,HPV which is strongly associated with carcinoma cervix is :,"- High-risk HPV types associated with cervical carcinoma include 16, 18, 31, 33, etc. - Among these, HPV 16 is the most strongly associated with cervical cancer. - HPV 6 and 11 are low-risk types associated mainly with genital warts. - HPV 32 is not a recognized high-risk type for cervical cancer.  The answer is (C)",C,C,True,12.237465766,Gynaecology & Obstetrics,79,345
29d127c6-12f3-41e1-9f33-e9181c476ed3,Mifepristone is not used in:,The answer is (C),C,A,False,22.283481353,Gynaecology & Obstetrics,79,1424
bdabc4aa-5a21-4dd2-8f82-b44792f07ce6,Cause of death in breech delivery:,The answer is (D),D,A,False,5.029588639,Gynaecology & Obstetrics,80,400
0c05fc62-cf01-448c-a810-8e8d85eff530,McAfee and Johnson regimen is used for:,The answer is (B),B,B,True,6.620355761,Gynaecology & Obstetrics,80,400
08bde152-f2c8-4ac8-a56d-460315fa24ef,Which of these is used to measure contraceptive efficacy?,"- Contraceptive efficacy is commonly quantified by the Pearl Index, which reports the number of pregnancies per 100 woman-years of exposure. - William rate and Quasi-rate are not standard measures of contraceptive efficacy. - AFS score (American Fertility Society score) is used for staging endometriosis/adhesions, not contraception.  The answer is (A)",A,A,True,3.183995192,Gynaecology & Obstetrics,77,277
