ID,Problem,Ground Truth,Category,Correct_qwen,Latency_qwen,Input Tokens_qwen,Output Tokens_qwen,Correct_gpt5,Latency_gpt5,Input Tokens_gpt5,Output Tokens_gpt5
1303,"| Driveway--------------------------------------------------------------House | House |-------------------------------------------------------------- | Garage | House--------------------------------------------------------------LOT3 | LOT2 | LOT1 --------------------------------------------------------------(TEACHER) | (NEIGHBOR) | (CO-WORKER | | & BOSS)-------------------------------------------------------------On March 1, 1999, a landowner, the sole owner and occupant of lot 1, died and devised lot ito both his co-worker and his boss ""as their community property. "" The co-worker and boss were siblings, and neither was married. Lot 1 consisted of a single- family house with a yard, garage, and driveway. On May 1, 1999, the boss moved into the house on lot 1. One year later, the co-worker and the boss executed and delivered the following deed instrument to a neighbor "". . . hereby grant to (the neighbor) the northerly 30 feet of lot 1, consisting of the paved driveway now existing, to be used for the ingress and egress of motor vehicles, but should (the neighbor) or his heirs and assigns use said property for any other purpose, all the rights, privileges, and immunities herein granted shall cease and determine. "" In consideration for the said deed, the neighbor paid the co-worker and the boss $2,000 (which they divided equally). The deed was never recorded by the neighbor. Because the boss didn't own a car, she never used the driveway. Similarly, the neighbor never used the driveway because he unexpectedly had his driver's license suspended shortly after executing the above instrument. The boss died intestate on May 1, 2001, leaving her daughter as her sole heir. Following her mother's death, the daughter moved into the house on May 2, 2001. On June 1, 2001 the neighbor sold lot 2 to a professor by a deed that contained no mention of the driveway located on lot 1. The neighbor and the professor assumed that the latter had the right to use the driveway, so they didn't insert any recitations in their deed instrument regarding the driveway. Immediately upon her taking possession of the premises, the daughter began to use the driveway on lot 1. Consequently, she objected to the professor's use of the driveway. After the daughter refused to permit the professor to use the driveway, he brought suit to determine his right to continue use of the driveway. The professor should",A,law,False,3.195975277,793,466,True,41.808959594,751,2768
1304,"Co-defendants were dealers at a casino. They had been employed by the casino for four years. One day, they were unexpectedly fired by the casino's new manager. Apparently, the casino hired the new manager to get rid of some of the old-time employees and replace them with new personnel at a lower wage. Angered by their firing, the codefendants vowed to get back at the casino. As their revenge, they decided to plant a bomb in the casino and demand $1,000,000. After receiving the money, they would then reveal the location of the bomb and provide details for defusing it. The co-defendants agreed that the casino should be given adequate warning so that nobody would be injured. In accordance with their plan, one of the co-defendants, who was an electronics expert, built the bomb himself. He alone then drove to the casino where he placed the bomb in a hallway closet. Shortly thereafter, the other co-defendant phoned the casino and made a demand for the money. He said a bomb was in the casino and that it would explode in 24 hours unless the money was paid. The casino treated their demand as a crank call and refused to make any payment. With their plans having gone awry, the codefendants agreed that one of them should return to the casino and defuse the bomb. As one of the co-defendants was driving back to the casino, the bomb exploded, killing 30 people. A subsequent investigation revealed that a faulty wire caused the bomb to detonate prematurely. A state statute provides that detonating or attempting to detonate a bomb or explosive device in or near a building or dwelling is a felony. If the co-defendants are charged with violating the aforementioned statute, which of the following statements is correct?",A,law,False,4.375365815,679,645,False,93.212055846,651,5776
1305,"A U.S. senator made a speech on the floor of the Senate accusing a low-level purchasing officer employed by a federal agency of wasting millions of dollars of taxpayer money by purchasing many more office supplies than the agency needed. The accusation was demonstrably false, and the senator was negligent in making it. The purchasing officer has sued the senator for defamation, alleging only that the accusation was false and that the senator was negligent. What is the most appropriate ground for the court to dismiss the purchasing officer's complaint?",G,law,False,4.637219945,444,688,True,15.544851565,423,778
1306,"A defendant was booked on a commercial airline flight. When the defendant arrived at the airport, two undercover police narcotics agents observed him. His appearance and actions led the police to believe that he fit the description of a predetermined profile of a drug courier. The officers approached the defendant and told him they wanted to detain him for questioning. The defendant asked what for, and the police explained that they were narcotics agents assigned to the airport and that he fit the profile of a drug courier. They then asked the defendant to hand over his overnight bag. The defendant refused. The officers then explained that he wouldn't be permitted to board the plane unless they inspected the contents of his bag. The defendant told the officers that he changed his mind and decided not to fly today after all. The officers still requested that the defendant turn his overnight bag over to them. The defendant did so, and then he was given permission to leave the airport. The next day, the police had a dog sniff the defendant's bag for narcotics. The results of this search gave police suspicion to believe that the bag contained narcotics. They opened the defendant's bag and found heroin inside. The defendant was subsequently arrested and charged with unlawful possession of narcotics. At trial, the defendant's attorney moves to prevent introduction of the heroin into evidence. This motion will most likely be",A,law,False,2.992853428,474,441,True,46.351074213,459,2320
1307,"A defendant was booked on a commercial airline flight. When the defendant arrived at the airport, two undercover police narcotics agents observed him. His appearance and actions led the police to believe that he fit the description of a predetermined profile of a drug courier. The officers approached the defendant and told him they wanted to detain him for questioning. The defendant asked what for, and the police explained that they were narcotics agents assigned to the airport and that he fit the profile of a drug courier. They then asked the defendant to hand over his overnight bag. The defendant refused. The officers then explained that he wouldn't be permitted to board the plane unless they inspected the contents of his bag. The defendant told the officers that he changed his mind and decided not to fly today after all. The officers still requested that the defendant turn his overnight bag over to them. The defendant did so, and then he was given permission to leave the airport. The next day, the police had a dog sniff the defendant's bag for narcotics. The results of this search gave police suspicion to believe that the bag contained narcotics. They opened the defendant's bag and found heroin inside. The defendant was subsequently arrested and charged with unlawful possession of narcotics. At trial, the defendant's attorney moves to prevent introduction of the heroin into evidence. This motion will most likely be",A,law,False,3.134726575,508,462,False,92.118520369,493,4368
1308,"A man and a woman conspired together to rob a bank. As they were exiting the bank after the robbery they were confronted by armed tactical police officers. The man raised his gun at the officers and a flurry of shots followed. The man was injured but survived; the woman co-conspirator died from a police officer's bullet. The authorities charged the man with felony-murder of the woman. He was convicted and appealed. Under the prevailing modern view of felony murder, will the appellate court likely reverse the first-degree murder conviction?",I,law,False,2.875554947,446,423,True,14.812082212,421,720
1309,"A customer at a fish market was leaving the store after purchasing an assortment of shrimp, oysters, and scallops. He was walking along the sidewalk in front of the store when he slipped on a piece of eel. He brought suit against the owner of the market claiming that he suffered leg and back injuries. The owner, although admitting that the customer was injured by slipping on the eel, denied negligence and claimed that the customer was contributorily negligent. At trial, the owner calls a witness to testify that before the fall he heard someone call out to the customer, ""Watch it, buddy, you're going to step on that piece of fish. ""The witness's testimony is",E,law,True,2.358200093,369,347,True,32.120016709,341,1616
1310,"Ann, Bea, and Carla were three friends who lived in the same neighborhood. While Ann was away on a business trip, someone broke into her garage and stole her golf clubs. The next week, Ann was planning to go on vacation and asked Bea if she could borrow her golf clubs. Bea agreed and loaned her golf clubs to Ann, who promised to return them after her vacation. When Ann returned home, she kept the golf clubs and continued to use them. A few weeks later, Bea was having dinner with Carla and learned that Carla owed Ann $4,000. Carla had just been laid off from her job and did not have the money to repay Ann. Bea told Carla that she would contact Ann and make arrangements to repay the loan on her behalf. Thereupon, Ann and Bea entered into a written agreement wherein Bea promised to pay Ann, at a rate of $400 a month, the matured $4,000 debt that Carla owed Ann. In the same written instrument, Ann promised to return Bea's golf clubs, which she still had in her possession. Ann, however, made no written or oral. commitment to forbear to sue Carla to collect the $4,000 debt; and Bea made no oral or written request for any such forbearance. After this agreement between Ann and Bea was signed and executed, Ann promptly returned the golf clubs to Bea. For the next six months, Bea made and Ann accepted the $400 monthly payments as agreed. During that period, Ann, in fact, did forbear to take any legal action against Carla. However, Bea then repudiated her agreement with Ann, and 30 days later Ann filed a contract action against Bea. Assume that the applicable statute of limitations on Ann's antecedent claim against Carla expired the day before Ann filed her contract action against Bea. Which of the following is the most persuasive argument that Bea is not liable to Ann under the terms of their written agreement?",D,law,False,2.019073678,635,292,True,22.485246096,593,1104
1311,"Ann, Bea, and Carla were three friends who lived in the same neighborhood. While Ann was away on a business trip, someone broke into her garage and stole her golf clubs. The next week, Ann was planning to go on vacation and asked Bea if she could borrow her golf clubs. Bea agreed and loaned her golf clubs to Ann, who promised to return them after her vacation. When Ann returned home, she kept the golf clubs and continued to use them. A few weeks later, Bea was having dinner with Carla and learned that Carla owed Ann $4,000. Carla had just been laid off from her job and did not have the money to repay Ann. Bea told Carla that she would contact Ann and make arrangements to repay the loan on her behalf. Thereupon, Ann and Bea entered into a written agreement wherein Bea promised to pay Ann, at a rate of $400 a month, the matured $4,000 debt that Carla owed Ann. In the same written instrument, Ann promised to return Bea's golf clubs, which she still had in her possession. Ann, however, made no written or oral. commitment to forbear to sue Carla to collect the $4,000 debt; and Bea made no oral or written request for any such forbearance. After this agreement between Ann and Bea was signed and executed, Ann promptly returned the golf clubs to Bea. For the next six months, Bea made and Ann accepted the $400 monthly payments as agreed. During that period, Ann, in fact, did forbear to take any legal action against Carla. However, Bea then repudiated her agreement with Ann, and 30 days later Ann filed a contract action against Bea. Assume that the applicable statute of limitations on Ann's antecedent claim against Carla expired the day before Ann filed her contract action against Bea. Which of the following is the most persuasive argument that Bea is not liable to Ann under the terms of their written agreement?",I,law,False,4.384108378,794,644,True,47.172798104,750,2768
1312,"In a secluded county, where prejudice festers and discrimination flourishes, there is a lovely lake, which the county has developed and maintained for recreational purposes. Although it is not the only lake in the county, it is the largest and most scenic, and it attracts visitors from miles around. One of its biggest assets is the excellent fishing and boating, which is available to the public at large. Three years ago, in order to enhance the recreational aspects of the lake, the county leased a sizable portion of the lake and surrounding parkland to a company owned by the most prominent family in the county. The lease required the company to construct and operate a first-rate yacht house and club, complete with bar, restaurant, and private marina, and to pay the county 10% of its net profits as rent. The company set up bylaws, which were reviewed and approved by the county at the time the lease was negotiated. According to the bylaws, the yacht club, complete with its restaurant and bar, would be open to members only, and the membership committee was empowered to set up strict membership ""standards,"" as well as the cost of membership fees and dues. Upon completion of the facilities, the state granted the company a license to sell alcoholic beverages in its restaurant and bar. The membership committee announced that the membership fee was $5,000 and the monthly dues $75. Furthermore, the membership committee had a policy of approving only membership applications from men, while disapproving and denying all applications from women. There were other similar facilities within the county available to women. A woman resident of the county brings suit against the company, claiming that her membership application was denied only because she is a woman, and that its policy of excluding women as a group denies her equal protection rights. Which of the following is the most accurate statement?",H,law,False,3.201399607,622,470,True,24.350549035,591,1232
1313,"A rancher, being owner in fee simpleconveyed the property by warranty deed to a woman. The woman gave her niece a mortgage on the ranch to secure a loan from the niece to the woman in the amount of $500,000. The mortgage was recorded immediately. Two years later, the woman conveyed the ranch to a farmer by quitclaim deed. The woman then defaulted on the mortgage, and the niece brought an in personam action against the farmer to recover the amount of the mortgage due. Assume that the woman's quitclaim deed to the farmer made no reference to the mortgage. The woman then defaulted on the mortgage, and the niece brought an in personam action against the farmer to recover the amount of the mortgage due. The mortgagee will probably",H,law,False,3.868161842,389,573,True,19.227922479,362,1104
1314,"A rancher, being owner in fee simpleconveyed the property by warranty deed to a woman. The woman gave her niece a mortgage on the ranch to secure a loan from the niece to the woman in the amount of $500,000. The mortgage was recorded immediately. Two years later, the woman conveyed the ranch to a farmer by quitclaim deed. The woman then defaulted on the mortgage, and the niece brought an in personam action against the farmer to recover the amount of the mortgage due. Assume that the woman's quitclaim deed to the farmer made no reference to the mortgage. The woman then defaulted on the mortgage, and the niece brought an in personam action against the farmer to recover the amount of the mortgage due. The mortgagee will probably",I,law,False,3.450832859,407,510,True,15.086275887,380,1040
1315,"A buyer filed a lawsuit against a seller based on a written contract allegedly executed at the time of the sale of the seller's hot dog stand to the buyer. Under the terms of the contract, the seller agreed not to open a hot dog stand for a period of two years within a distance of two miles of the old hot dog stand, now owned by the buyer. The buyer alleged in his complaint that the seller violated the contract by opening a hot dog stand one-half mile from the old location. The original contract was lost prior to trial. At trial, the buyer wants to introduce a duplicate carbon copy of the written contract. The seller objects as to the authenticity of the original written contract. The copy is",A,law,False,1.617574947,274,236,True,37.967285916,251,2448
1316,"A buyer filed a lawsuit against a seller based on a written contract allegedly executed at the time of the sale of the seller's hot dog stand to the buyer. Under the terms of the contract, the seller agreed not to open a hot dog stand for a period of two years within a distance of two miles of the old hot dog stand, now owned by the buyer. The buyer alleged in his complaint that the seller violated the contract by opening a hot dog stand one-half mile from the old location. The original contract was lost prior to trial. At trial, the buyer wants to introduce a duplicate carbon copy of the written contract. The seller objects as to the authenticity of the original written contract. The copy is",J,law,False,4.099960141,377,609,True,13.122431226,354,1004
1317,"After graduating from law school, a graduate moved to a city where she had been offered a position in an entertainment law firm. When she arrived, the graduate was told that her job was contingent on passing the state bar examination, which was being offered in July. In preparing for the bar examination, the graduate planned to take a bar review course. Although she had not pre-enrolled, the graduate planned to attend and pay for the course at registration. On the morning the course was set to begin, the graduate arrived late after getting stuck in freeway traffic. By the time the graduate got to the course location, registration had already been completed. When the graduate looked into the room where the course was being conducted, she saw the lecture had begun, and everyone was inside busily taking notes. Panicky, the graduate picked up a set of course materials that were lying on the registration table and entered without paying. Although the graduate intended to pay the enrollment fee, no one was at the registration table to take her money. After attending the first couple of classes, the graduate sent a cashier's check for the full amount of the enrollment fee to the bar review company. Unbeknownst to the graduate, the bar review course's regional director noticed that she had entered the lectures without paying. After ascertaining her identity from a fellow student who knew the graduate, the company filed a complaint with the local prosecutor, and a warrant was issued for her arrest. The complaint charged the graduate with the crime of larceny by trick, for deliberately failing to pay for services rendered. After the complaint was issued, the graduate's check arrived at the company's office. The company deposited the check but failed to inform the prosecutor that payment had been received. The graduate was arrested and held in custody overnight before the matter was resolved. The graduate suffered severe emotional distress at the publicity she received in the local newspapers and the humiliation she suffered for being arrested and held in police custody. Terribly upset, the graduate was unable to take the bar exam and, thus, lost her job at the entertainment law firm. If the graduate asserts a claim against the bar-review company based on infliction of emotional distress, will she prevail?",I,law,True,3.731776091,706,547,False,16.816395422,683,913
1318,"A man suffered frostbite when he spilled a soft drink on his lap that he had purchased from a restaurant. The man sued the restaurant for negligence and damages. At trial, the man's attorney calls a witness to testify that the witness also suffered frostbite when she spilled a soft drink in her lap that she had purchased at the restaurant two weeks earlier. The witness also states that she told the restaurant about her injury immediately after suffering it. Upon objection by the restaurant's attorney, the trial judge should rule the witness's testimony",E,law,False,4.135038184,399,613,False,25.521030975,373,1748
1319,"A man suffered frostbite when he spilled a soft drink on his lap that he had purchased from a restaurant. The man sued the restaurant for negligence and damages. At trial, the man's attorney calls a witness to testify that the witness also suffered frostbite when she spilled a soft drink in her lap that she had purchased at the restaurant two weeks earlier. The witness also states that she told the restaurant about her injury immediately after suffering it. Upon objection by the restaurant's attorney, the trial judge should rule the witness's testimony ",A,law,False,3.636003518,399,473,True,22.341404393,373,1424
1320,"A homeowner wished to have his house painted. He contacted a number of house painters in his area and asked them to submit bids to do the work. The homeowner received 10 bids. The first nine offered to paint the house for amounts ranging from $10,000 to $12,500. The 10th bid was sent by telegram and was supposed to be for $10,000. However, the telegraph company made a mistake and transmitted the bid as $1,000. The homeowner immediately accepted the 1 0th bid, but the 1 0 painter refused to perform. The I 0th painter's best defense in an action for breach of contract by the homeowner would be",A,law,False,3.708181692,383,550,True,13.748514336,345,776
1321,"A homeowner wished to have his house painted. He contacted a number of house painters in his area and asked them to submit bids to do the work. The homeowner received 10 bids. The first nine offered to paint the house for amounts ranging from $10,000 to $12,500. The 10th bid was sent by telegram and was supposed to be for $10,000. However, the telegraph company made a mistake and transmitted the bid as $1,000. The homeowner immediately accepted the 1 0th bid, but the 1 0 painter refused to perform. The I 0th painter's best defense in an action for breach of contract by the homeowner would be",A,law,False,3.318312541,370,490,True,22.2530829,332,1584
1322,"A longshoreman fell to his death through an open hatch on the deck of a ship. The longshoreman was an employee of a company that had contracted with the ship's owner to load and unload the ship. The fall occurred at night, when loading work was over for the day, and there was no reason for the longshoreman to have been near the hatch. A negligence action was filed against the ship's owner for the death of the longshoreman. In that action, the owner has moved for summary judgment and has provided unrebutted evidence that it is customary for the crews of ships to open the hatches for ventilation after the longshoremen have left the ships. How should the court respond to the motion?",I,law,False,3.233682796,501,477,True,17.196509328,478,1168
1323,"A contractor learned that a city intended to open a new grammar school and was going to ask for bids to construct the school. The contractor decided to submit a bid to do the construction. The contractor contacted all of the subcontractors she had worked with in the past, informed them of the specifics of the school construction project, and asked each to submit a bid for the work they would be requested to perform. An insulation company submitted a bid of $25,000 to do the required insulation work in the new school. Based on that and other subcontract bids, the contractor prepared a general bid and submitted it to the city. Three days after the contractor submitted the bid to the city, the insulation company notified the contractor that it had overbooked its workforce and would be unable to perform the insulation work. The next day, the city notified the contractor that she had won the bid to build the school. The contractor was forced to find another company to do the insulation work. The other company charged the contractor $30,000 to do the insulation. Which of the following arguments best supports the claim for $5,000 by the contractor against the insulation company?",A,law,False,3.414214089,553,503,False,19.243755225,516,1040
1324,"One evening, a defendant was at a party and offered to sell an ounce of marijuana to a partygoer. The partygoer agreed to purchase the marijuana and gave the defendant $200. In return, the defendant handed the partygoer a bag containing what appeared to be marijuana. At the time of the transaction, the defendant knew that the bag did not contain marijuana but, instead, was oregano. The defendant is guilty for which, if any, of the following crimes?",B,law,False,1.464802795,266,213,True,39.584023924,244,2410
1325,"A large privately owned and operated shopping mall is open to the public and includes small shops, major department stores, and restaurants that are located around a pedestrian area. It also has several movie theaters, an ice-skating rink, a small amusement park, and a branch of the local public library. The mall is advertised as ""a small town with a big-town feel."" During shopping hours, a group of 10 protesters gathered in the pedestrian area near the entrance to a department store to denounce the sale of animal fur products in that store. The protesters were peaceful and did not interfere with traffic into or out of the store, but they carried signs and vocally communicated their message to people walking in the area. Mall management quickly broke up the protest and required the protesters to leave the mall. The protesters have sued the mall, claiming that their right to freedom of speech guaranteed by the First and Fourteenth Amendments was violated. Should the protesters prevail?",G,law,True,3.312613388,528,488,True,11.372167601,505,807
1326,"A large privately owned and operated shopping mall is open to the public and includes small shops, major department stores, and restaurants that are located around a pedestrian area. It also has several movie theaters, an ice-skating rink, a small amusement park, and a branch of the local public library. The mall is advertised as ""a small town with a big-town feel."" During shopping hours, a group of 10 protesters gathered in the pedestrian area near the entrance to a department store to denounce the sale of animal fur products in that store. The protesters were peaceful and did not interfere with traffic into or out of the store, but they carried signs and vocally communicated their message to people walking in the area. Mall management quickly broke up the protest and required the protesters to leave the mall. The protesters have sued the mall, claiming that their right to freedom of speech guaranteed by the First and Fourteenth Amendments was violated. Should the protesters prevail? ",J,law,True,3.751927288,529,554,True,12.569778766,506,848
1327,"A state has a statute prohibiting the sale of cigarettes to any person under the age of 17. Violation of the statute is a misdemeanor punishable by a fine not less than $500 or more than $5,000 The state courts have interpreted this statute as a public welfare offense requiring no particular mental state for its violation. As such, this is a strict liability crime whereby culpability is imposed on a defendant for doing the proscribed act. The defendant, a recovering alcoholic, worked as a cashier at a drug store. Late one night while the defendant was working alone, he got the urge to have a drink. He opened a bottle of rum that the store sold and soon began drinking. A short time later, the defendant became inebriated and passed out. Not long thereafter, a 15-year-old girl entered the store to purchase a package of cigarettes. She took a box off the shelf and went to the cashier's counter to pay for them. Seeing the defendant lying on the floor, unconscious, the girl left the exact price for the cigarettes on the countertop and left the store. If the defendant is prosecuted for violating the state statute, he should be found",E,law,False,3.358750466,463,496,False,33.423027827,434,2208
1328,"Police officers had probable cause to believe that a man had committed a series of armed bank robberies with an accomplice. The officers obtained a valid arrest warrant for the man and went to his house to arrest him. The officers found the front door ajar and could hear a radio playing inside. They knocked on the door, identified themselves as police officers, and stated that they had a warrant. Getting no response, the officers entered the house. After the officers called the man's name several times and again identified themselves as police officers, the man emerged from the basement and was arrested. The officers went into the basement to look for the accomplice. They opened a closet door and found cocaine in plain view. They did not find the accomplice. The man was indicted for cocaine possession. He has moved to suppress the cocaine as evidence on the ground that it was obtained in violation of the Fourth Amendment. Should the court grant the motion to suppress?",A,law,True,3.578338851,440,529,True,34.404727731,414,1936
1329,"A federal statute governing food stamp fraud makes it a crime to knowingly acquire or possess food coupons in a manner not authorized by the statute or the regulations. A grocery store owner purchased discounted food stamps from an undercover agent, and was arrested for violating the statute. At trial, the store owner claimed that the government must prove that he had the specific intent to commit a crime. The government contended it only had to show that he knowingly acquired food stamps, and that this was not a specific intent crime. The trial judge adopted the government's interpretation, and the store owner was convicted. His appeal made it all the way to the U.S. Supreme Court. Will the Court likely reverse or affirm the conviction and why?",H,law,False,2.786113325,456,410,True,23.69052351,431,1616
1330,"A debtor owed a creditor $12,000 under a promissory note. Under the applicable statute of limitations, a suit to collect on the promissory note had to have been filed by September 30 of last year. On June 1 of this year, the creditor received a letter from the debtor stating, ""I shall pay you $5,000 on July 1 in full satisfaction of what I owe you. "" However, the debtor failed to make the payment on July 1. If, on August 1, the creditor brings suit against the debtor and the debtor asserts the statute of limitations as an affirmative defense and refuses to pay the creditor anything, which of the following accurately states the creditor's legal rights against the debtor?",H,law,False,3.073044458,474,453,True,15.53232168,425,1300
1331,"At the close of all the evidence in a jury trial, Defendant moves for a directed verdict. After much argument, the court denies the motion. Subsequently, the jury returns a verdict for Plaintiff. The day after the jury returns its verdict, the court enters judgment for Plaintiff. One week later, Defendant moves to set aside the verdict and have judgment entered in accordance with its motion for directed verdict. In the motion, Defendant raises arguments that were not raised at trial. Plaintiff's counsel objects to the court even hearing the motion to set aside the verdict. Should the court consider the motion?",C,law,True,3.453476369,352,512,True,38.98823121,328,1744
1332,"A taxicab driver stopped at a convenience store to buy a snack. While he was handing his money to the store clerk at the cash register, a police officer entered the store. The taxi driver had received several traffic tickets from the police officer, and he felt that the police officer had been very rude to him. Seeking to gain some revenge, the taxi driver immediately began to taunt and berate the police officer, calling him a variety of profane and insulting names. The police officer was going through a series of personal difficulties and was feeling very emotionally fragile. As the taxi driver's insults rained down on him, the police officer suddenly snapped. He whipped out his gun and fired a shot at the taxi driver. The bullet missed the taxi driver but hit the store clerk, who was standing behind the taxi driver. The clerk survived the shooting but suffered a gunshot wound to his shoulder. In an action by the injured clerk against the taxi driver to recover for his personal injuries, plaintiff will most likely",C,law,True,3.570879067,461,528,True,8.753664084,433,464
1333,"One morning, an employee arrived at work and found his boss passed out on the floor of his office. The employee determined that his boss was not breathing, immediately rendered CPR to his boss, and succeeded in reviving him. The employee then called the paramedics, who took the boss to the hospital. Two week later, the boss returned to work. Grateful for the employee's quick action in saving his life, the boss said to the employee, ""You'll have ajob with me for life. ""Which of the following best characterizes the legal relationship between the boss and the employee on that date?",A,law,False,3.357847066,403,496,True,38.070147762,379,2047
1334,"A 12-year-old boy decided to play a practical joke. Knowing that his parents were giving a dinner party that evening, the boy filled a bucket with ice-cold water and balanced it on the partially open door of the guest bedroom, thinking that his father would take the guests' coats there to put them on the bed. The boy then went off to play at a friend's house. The boy's father decided to keep all the guests' coats in the hall closet instead of putting them in the guest bedroom. Later that evening, one of the guests mistakenly wandered into the guest bedroom while searching for a bathroom. As the guest opened the door, the bucket fell and hit his head, causing a severe cut that required a dozen stitches. If the guest sues the boy for negligence, the most likely result is",C,law,False,2.335149247,444,342,True,25.14603583,417,1040
1335,"A defendant was arrested for the armed robbery of a liquor store. The defendant was taken directly from the scene of the crime in a patrol car to the police station where he was placed, still handcuffed, in an interview room. He waited for about an hour, and a detective finally came in. The detective gave the defendant his Miranda warnings, and the defendant agreed to sign the waiver and speak to the detective. The defendant then confessed to the robbery. Which of the following allegations would be LEAST helpful in suppressing his statement?",A,law,True,3.5259325,327,523,True,29.772119214,306,2192
1336,"One afternoon after school, a 14-year-old girl went into a drug store. While browsing, she picked up a candy bar and placed it in her coat pocket. She left the store without paying for it. Unknown to the girl, the store security guard saw what she had done. He immediately ran outside, grabbed her arm, and accused her of stealing the candy bar. The girl broke down and started crying. She then told the security guard that she was hungry because she hadn't eaten any lunch. At a juvenile delinquency court hearing, the security guard proposes to testify to what the girl said. Upon objection by the girl's attorney, the strongest reason for admitting her statement will be because",J,law,False,2.575800952,333,380,True,23.442397384,304,1040
1337,"A young boy was one of the players on a little league baseball team. The boy's father hated the coach because he rarely gave his son any playing time. The boy was mostly a benchwarmer who played only an inning or two during the game. One night, the father hid behind some shrubbery in front of the coach's home. Armed with a baseball bat, the father intended to break the coach's kneecaps when he came home from work. A man, who resembled the coach, was walking down the street. The father mistakenly believed that this man was the coach. The father jumped out of the bushes and hit the man in the kneecaps with the baseball bat. The man, who was a hemophiliac, died as a result of the injuries suffered in the beating. The father is",G,law,False,2.118552776,372,311,True,27.388928326,355,1740
1338,"Farmer Fred was the owner of Grapeview Farm, the largest farm in the County of Grapeview. Fred was advised by his gift and estate attorney to begin making annual fractionalized gifts of the property to his children. Fred executed a conveyance instrument, stating the gifts as ""one-thirtieth of my ownership interest in Grapeview County, the eastern one tenth of the western corner of the property is hereby given to all my children per capita."" This description of the land to be conveyed is",H,law,False,2.776264284,310,410,False,24.69180497,287,1360
1339,"A bank teller was on trial for embezzlement. The prosecution offered into evidence the bank's daily deposit and tally records for a six month period, to show that total deposits did not reconcile with the total funds received and recorded. The prosecution tried to enter the records as exhibits without certification or the testimony of an official bank custodian of records. Defense counsel objected on the basis of hearsay. Is the court likely to order the evidence inadmissible without further proof of authenticity?",A,law,False,4.644454122,378,626,True,9.909562275,354,528
1340,"A deed executed by a woman in 2001 conveyed a tract of land for a consideration of one dollar, receipt of which was acknowledged, ""to my friend for life, but if liquor is ever sold on the tract of land, then to my cousin and his heirs, and if for any reason the interest hereby conveyed to my cousin is not valid, then I reserve the right to re-enter the tract of land and take back my property. "" In 2004, the friend died intestate before the wheat he had planted could be harvested. Who is entitled to the proceeds of the crop?",I,law,True,1.616889889,259,236,False,38.01024777,228,2503
1341,"Calvin Poultry Co. offered to sell Chickenshop 20,000 pounds of chicken at 40 cents per pound under specified delivery terms. Chickenshop accepted the offer as follows: ""We accept your offer for 20,000 pounds of chicken at 40 cents per pound per city scale weight certificate."" Which of the following is correct?",G,law,False,3.573961792,292,520,False,25.11663257,260,848
1342,There is a thriving source of crawfish that live in a state. The state owns a fleet of boats that trawl for crawfish. The state is willing to sell the crawfish to in-staters for $1 per pound and to out-of-staters who come to the state for $5 per pound. The state felt that the increased fee for out-of-staters was a reasonable contribution toward the protection they received from the state. Assume that the federal court decided to hear the case. The statute is likely to be found,F,law,False,3.604131077,336,533,False,91.354529063,311,5136
1343,"An off-duty police officer was standing on a street corner waiting for a bus. A man came up from behind and stole the police officer's wallet from his pants pocket. As the man was running away with the wallet, the police officer pulled out his service revolver. The police officer yelled at the man to stop and then fired several shots in the man's direction. The police officer did not aim directly at the man but shot at the pavement intending to frighten him. One of the bullets ricocheted off the sidewalk and struck the man, killing him. The police officer is guilty of",A,law,False,3.373696786,240,502,True,31.79756064,221,2448
1344,"A homeowner buys a new leaf blower and is so impressed with its power that he gets carried away and blows large amounts of his work onto the next door neighbor's yard. In addition to leaves, he also blew large amounts of pest-infested plant debris onto the neighbor's property. The material has accumulated into large, unsightly piles and caused damage to the neighbor's healthy plants. He has to pay workers to haul the material away and he incurs expenses to replace infected perennials. The neighbor sues for the tort of trespass. The homeowner files a motion to dismiss because the neighbor cannot prove that homeowner acted with an intent to trespass or to do harm. Will the court grant the motion to dismiss?",F,law,True,2.309182962,440,338,True,15.718148117,419,1168
1345,"A student at a private university was receiving financial aid from the university based on a financial aid application he completed at the time of his enrollment. During finals at the end of the fall semester, the student was caught cheating. His chemistry professor saw him looking at a fellow student's exam paper and copying the answers to three multiple choice questions. The professor notified the honor committee, which immediately found an honor code violation and ordered that the student receive a failing grade in the course. In addition, in accordance with the rules of the university, the student's financial aid was terminated. The student filed a lawsuit seeking reinstatement of his financial aid. The student's only argument was that his due process rights were violated in that he did not receive a notice of, or a hearing on, the alleged honor code violation. Which of the following facts, if true, would be most helpful to the student?",I,law,False,2.839416554,399,418,True,23.868620215,372,1296
