question_id,accuracy,prompt,model_answer,correct_answer,time,category,input_tokens,output_tokens
2419,1.0,What is meant by androgyny in Bern's research?,F,F,3.4823601,psychology,241,491
2420,1.0,"What is the relative measure ofskewnessfor the datalisted below? This data represents the waist measurements of six randomlyselected chocolate rabbits. 3 inches,2 inches,3.7 inches,5 inches, 2.7 inches,3 inches.",A,A,1.7597466,psychology,191,279
2421,1.0,"A couple has six children whose ages are 6, 8, 10, 12, 14, and16. Find the variance in ages.",D,D,2.0912505,psychology,142,397
2422,1.0,What are the experimental uses of the Thematic Apperception Test ?,B,B,3.305078,psychology,158,419
2423,1.0,"Discuss how the evolutionary heritage of man has shaped human behavior in terms of limits, potentialities, and the development of particular structures.",C,C,3.2890534,psychology,305,297
2424,1.0,Describe Spitz's (1945) study of sensory deprivation in a socialsetting. What do his findingssuggest ?,I,I,3.1628453,psychology,194,281
2425,1.0,What is the difference between convergent and divergent thinking?,B,B,3.352403,psychology,247,460
2426,1.0,Explain the concepts of existential neurosis andlogotherapy.,H,H,2.1295963,psychology,258,321
2427,1.0,What are the general contentions as to whether or not aggressiveness is instinctual?,G,G,2.1130267,psychology,205,343
2428,1.0,What are the shortcomings of clinical andscientific evaluationsin producing information about the nature of psychotherapy ?,C,C,1.6147989,psychology,146,231
2429,1.0,In a conflict situation what behavioral alternatives does the organism have at its disposal according to Neal Miller ?,B,B,2.520976,psychology,239,359
2430,1.0,Briefly describe the process of labor.,G,G,1.7396924,psychology,207,336
2431,1.0,A family therapist using the structural approach of Salvador Minuchin would most likely:,I,I,2.8247323,psychology,202,363
2432,0.0,"On average, men perform better than women on all the following tasks with the exception of:",G,E,2.9556513,psychology,127,257
2434,0.0,"A company president is concerned about the low motivation and satisfaction of her employees and, as a result, institutes a wage and bonus (financial) incentive program for all employees. Six months later, the president finds that her efforts have not increased the employees' job motivation or satisfaction. This result is best predicted by which of the following theories?",G,F,4.3260274,psychology,178,513
2435,1.0,"You receive a call from Mrs. Wang who is very upset because her 14-year-old daughter witnessed the assault of her best friend three days ago and is very distraught. The girl hasn’t slept, won’t eat, and can’t stop crying. You have limited experience working with adolescents and in providing crisis intervention services. However, there is no one else in the community who is more experienced than you are. As an ethical psychologist, you will:",A,A,4.0883149,psychology,296,447
2436,1.0,It is characteristic of brief crisis-oriented therapy to,D,D,3.8078213,psychology,198,467
2437,1.0,A functional analysis is conducted in order to identify _______ variables.,B,B,3.5986241,psychology,106,381
2438,1.0,"Whenever her clients cancel an appointment with Dr. Penny Pincher within less than 24 hours of the appointment, Dr. Pincher routinely bills the client’s insurance company for her full hourly fee. This practice is:",B,B,3.5117797,psychology,178,383
2439,0.0,If a researcher conducted a study in which the criterion for statistical significance was set to 0.05 and statistical power was equal to 0.85:,G,H,4.5263918,psychology,256,633
2440,1.0,Asking the “miracle question” is an initial intervention in which type of therapy?,C,C,3.2561262,psychology,118,430
2441,0.0,When consulting with a colleague about a “therapeutic impasse” you are having with a therapy client:,I,E,1.5900129,psychology,286,191
2442,1.0,"Frustration always leads to aggression/aggression always predicated by frustration. What does the CATHARSIS THEORY states in this issue, but is unsupported by research?",G,G,2.7936213,psychology,200,375
2443,0.0,Studies show that the effect of the presence of others on an individual's performance is to,D,H,3.1551548,psychology,182,327
2444,1.0,"When preparing a psychological testing report, a psychologist is ethically bound to include",C,C,2.9584721,psychology,175,371
2445,1.0,"In comparing Asian and Asian-American therapy clients to Anglo clients, the experts frequently point out that the former:",F,F,2.441585,psychology,172,318
2446,0.0,Which is NOT a contributor to individual differences in the development of vocal language skills?,E,D,2.1119637,psychology,124,309
2447,1.0,A meta-analysis of the research by Baltes and his colleagues (1999) indicates that instituting flexitime in an organization is likely to have the greatest beneficial effects on which of the following?,F,F,2.3805424,psychology,134,317
2448,1.0,"You are subpoenaed to appear at a deposition to testify about a former client of yours. During the deposition, the attorney for the opposing party asks you to provide confidential client information. You should:",I,I,2.4191984,psychology,230,305
2449,1.0,Dr. Ryan is a psychotherapist in a small town. She receives a phone call from a man she was sexually involved with several years ago. The relationship lasted only three months and ended amicably. The man is now married and is having problems unrelated to their past relationship. He has called to see if he can begin seeing Dr. Ryan in therapy. Dr. Ryan should:,E,E,3.0131964,psychology,304,366
2450,1.0,"When subjected to moderate punishment, an instrumental response of moderate strength will",G,G,2.5415557,psychology,124,351
2451,1.0,One of the most frequent findings of studies on human beings with “split brains” is that,D,D,2.5994912,psychology,229,464
2452,1.0,A score of 50 on the Beck Depression Inventory-II suggests:,J,J,2.8600383,psychology,125,433
2453,0.0,Studies into the etiology of Schizophrenia indicated a genetic predisposition to the condition but other factors are involved. From your knowledge of the subject identify which of the following statements is incorrect.,D,B,1.9770246,psychology,154,283
2454,0.0,A community bank consists of four branch offices with approximately 60 employees each. The general management would like to institute 2 health risk-reduction program by encouraging weight loss and smoking cessation among the employees. Which of the following programs would be most effective,C,B,4.061512,psychology,234,434
2455,1.0,Object relations therapy is similar to Freudian psychodynamic therapy in its primary focus on,C,C,2.3859398,psychology,162,370
2456,1.0,Attempting to teach a new behavior through the use of aversive techniques is difficult because of which of the following,B,B,2.277667,psychology,150,344
2457,1.0,Which of the following possible outcomes of an experiment is least informative,A,A,2.373775,psychology,97,336
2458,1.0,The body’s stress response system:,F,F,3.6648168,psychology,184,352
2459,1.0,The heritability for traits of a cloned population is,J,J,1.7965389,psychology,110,179
2460,1.0,"The ""c"" in the word cat is best described as a",D,D,3.8576086,psychology,115,475
2461,1.0,Which of the following best states why the study of twins is significant to the field of behavioral genetics?,H,H,5.4386486,psychology,370,502
2462,1.0,Which of the following best summarizes why people tend to stay in a slightly elevated state of arousal after a crisis has occurred?,F,F,2.3260823,psychology,167,304
2463,0.0,Objects that absorb light appear,J,C,3.835484,psychology,94,427
2464,1.0,The focus of structuralists most closely matches the current perspective of,G,G,3.0390636,psychology,114,304
2465,1.0,"In the three-box information processing model, what is the first place memories are stored?",B,B,2.0635364,psychology,119,190
2466,1.0,Approximately what percent of the population scores between 70 and 130 on the WISC?,E,E,2.0995397,psychology,116,185
2467,1.0,The perceived volume of a tone is mainly determined by its,G,G,2.1027588,psychology,102,362
2468,1.0,What is unique about Gordon Allport's approach to personality research?,G,G,2.6521271,psychology,222,388
2469,1.0,What is social power? Discuss three types of social power.,D,D,1.7717411,psychology,322,274
2470,1.0,Briefly describe the six major categories of abnormal behavior as given in the 1968 Diagnostic and Statistical Manual (DSM-II) of the American Psychiatric Association.,C,C,3.3925234,psychology,432,497
2471,1.0,"In which motivationtheory arethe key concepts outcome, valence, and expectancy ? Explain these three concepts in regardto this theory and explain the practical implications for employeemotivation for this model.",C,C,2.8288409,psychology,164,420
2472,0.0,What are the psychoanalytic and behavioral theoriesof dissociativedisorders?,C,I,3.1510677,psychology,341,480
2473,0.0,How would Maslow differentiate between an individual who was motivated by lower needs and one who was motivated by self-actualization needs ?,I,C,3.2867192,psychology,395,521
2474,1.0,How is the authoritarian personality measured?,B,B,3.6449363,psychology,143,421
2475,1.0,What methods are generally viewed as helpful in reducing prejudice?,C,C,3.4748381,psychology,170,421
2476,1.0,Distinguish between prejudice and discrimination.,C,C,2.5315229,psychology,295,357
2477,1.0,Discuss the different types of dissociative disorders listed in DSM-III.,I,I,1.4564394,psychology,467,165
2478,1.0,If a symptom does not succeed in relieving anxiety does the neurotic discard it?,E,E,2.9673369,psychology,129,367
2479,1.0,Describe the theory of Stern (1956) in the nature-nurture controversy.,I,I,2.817623,psychology,147,388
2480,1.0,Discuss some physiological changes that can occur as a resultof meditation.,B,B,2.546052,psychology,149,361
2481,1.0,Trace the path that visual information takes on its way to the brain. Begin with the retinal receptor cells.,D,D,2.419314,psychology,514,327
2482,1.0,"What happens to neurotransmitters once they have ""done their job?""",I,I,2.60368,psychology,192,400
2483,1.0,Trace language development during preschool age.,J,J,2.4693474,psychology,256,259
2484,1.0,What role does factor analysis play in the description of intelligence ?,G,G,2.8598998,psychology,198,410
2485,1.0,"What are the vestibular organs, and how do the operate?",A,A,2.4447762,psychology,309,264
2486,1.0,How do iconic concepts answer the question of how universals or general categories are represented in human memory?,F,F,2.7678879,psychology,324,299
2487,1.0,Discuss the theoretical problem of pattern recognition. Why is it an important dimension of information processing theory?,A,A,3.8612219,psychology,269,407
2488,1.0,"Describe the McCollough Effect. How does it support, the theorythat there are colored-line detectors in the human system ?",E,E,3.9757877,psychology,279,375
2489,1.0,Discuss the role of attitudes and expectancy in attention.,H,H,3.6215193,psychology,216,433
2490,1.0,based upon rewardor punishment or based upon a need to know. Distinguish on a more specific plane between the three kinds ofresponses to social influence.,C,C,4.0619458,psychology,186,509
2491,1.0,How effective is punishment in eliminating unwanted behavior ?,H,H,2.8745308,psychology,226,281
2492,0.0,"If a group of five people are watching a movie and upon conclusionfour of them state that the movie was terrible, whatwill the fifth person (who happened to like the movie) probablysay?",C,A,3.5635027,psychology,192,325
2493,1.0,Discuss the meaning of the term significant difference.,I,I,2.8720169,psychology,247,284
2494,1.0,What is construct validity?,G,G,2.4679589,psychology,195,347
2495,1.0,Discuss the segmentation problem in speech recognition as itcontributes to the pattern recognition theory of human perception.,D,D,2.9527417,psychology,291,313
2496,1.0,What evidence is there that there are specialized sound detectorsfor human speech ?,C,C,2.1788981,psychology,247,310
2497,0.0,What is an experimental control? Why is it important tohave experimentalcontrol?,C,A,2.38111,psychology,230,315
2498,1.0,Discuss the relationship between arousal and motivation.,B,B,3.0768328,psychology,156,513
2499,1.0,"According to Piaget, children are ___________.",D,D,2.2561734,psychology,130,272
2500,1.0,"Female applicants consistently obtain lower scores on a selection test than do male applicants. However, when they are hired, females perform as well on the job as do males. This situation illustrates which of the following?",F,F,3.4051507,psychology,140,482
2501,1.0,"From a behavioral perspective, phobic reactions to benign objects or events are acquired when those objects or events become associated with a stimulus that naturally produces a fear response. In other words, phobic reactions are due to:",C,C,2.2551045,psychology,143,374
2502,1.0,Which of the following functions tends to decline the most with age,C,C,2.5172009,psychology,126,336
2503,1.0,"The items for 2 machinist proficiency test have been based on 2 job analysis of machinists in 50 plants, each employing five or more machinists doing comparable work. Such 2 procedure would contribute directly to the test's",J,J,3.2580792,psychology,148,414
2504,1.0,"Exposing individuals to arguments against their views, arguments that are then strongly refuted, may serve to",H,H,2.7664187,psychology,164,313
2505,0.0,"When a qualitative research is done, the theory is developed from the data, not before and helps refine hypotheses. From your knowledge about this type of research, which one out of the following statements about CASE STUDIES can not be correct?",I,G,2.3346383,psychology,231,385
2506,0.0,The most common treatment for ADHD is drug treatment using CNS stimulants. In relation to treatment for ADHD which of the following statements is incorrect?,B,G,3.0940001,psychology,195,422
2507,1.0,Psychologist’s 35-year-old patient admits to sexually molesting a nine-year-old child in the neighborhood. This patient has prior history of such behavior. The psychologist should,E,E,2.9808824,psychology,239,312
2508,1.0,“Time-out” procedures in manipulating behaviors are based on the conditioning concept of,E,E,3.5153501,psychology,119,405
2509,0.0,Unilateral damage to the left (dominant) hemisphere is least likely to result in an inability to:,B,C,1.887869,psychology,139,248
2510,0.0,Which of the following values is least characteristic of Asians and Asian Americans?,D,G,3.0644913,psychology,108,332
2511,1.0,Which of the following is true of strong organizational culture?,C,C,2.2407388,psychology,107,305
2512,1.0,What are the facets of primary prevention?,E,E,3.8786942,psychology,148,485
2513,1.0,"In aversive counterconditioning of a sexual fetish using electric shock, the conditioned stimulus is the",F,F,3.1447986,psychology,123,372
2514,0.0,"In a classroom setting, behaviors that are overt, lack a clear-cut beginning and end, and occur with moderate frequency, are best assessed by which of the following types of observational recording techniques",B,I,4.1209012,psychology,132,460
2515,1.0,A psychologist is subpoenaed to testify at a deposition about a current therapy client. This means that the psychologist:,B,B,3.8568117,psychology,183,437
2516,0.0,"Children begin to deliberately and regularly use rehearsal, elaboration, and organization as memory strategies by _____ years of age.",G,H,2.7488964,psychology,151,294
2517,1.0,Which of the following is the best example of constant error,B,B,3.5860168,psychology,191,400
2518,1.0,Which of the following terms is the best synonym for test validity,F,F,3.0079863,psychology,104,337
2519,1.0,Babbling ordinarily begins at about 4 to 5 months of age and initially includes:,J,J,2.8449406,psychology,187,369
2520,1.0,"According to the Standards for Educational and Psychological Testing, when interpreting and reporting test results, one should",G,G,2.5852986,psychology,232,436
2521,1.0,A person with Wernicke's aphasia has impaired language comprehension and:,B,B,2.2154231,psychology,153,373
2522,1.0,The Self-Concept is the individual’s belief about their own attributes. What can happen according to the OVERJUSTIFICATION HYPOTHESIS?,H,H,2.4755402,psychology,249,349
2523,1.0,A key accomplishment of Piaget's preoperational stage is the emergence of:,D,D,2.3618251,psychology,142,384
2524,1.0,One of the key features for making a differential diagnosis between bulimia nervosa and anorexia nervosa is:,G,G,2.1922782,psychology,139,340
2525,1.0,"A school psychologist is providing feedback to a student's parents regarding the student's performance on a measure of academic achievement. To explain the concept of grade equivalent, the school psychologist should explain that it is",B,B,2.4022409,psychology,215,344
2526,1.0,"Jupiter pilots his newly created perfectionism scale on a high school psychology class. He returns one month later to administer the same test to the same students, and then he correlates the two sets of results. What is Jupiter probably doing?",A,A,3.2568276,psychology,196,415
2527,1.0,"Children develop internal representational systems that allow them verbally to describe people, events, and feelings during which of Piaget's stages of cognitive development?",H,H,2.4558338,psychology,129,367
2528,0.0,The driver of a car that has pulled up next to you at a red light turns up the volume on her radio. The increase in perceived sound that you experience is primarily due to,E,J,2.6582564,psychology,178,427
2529,1.0,"Every time you buy ice cream from the Yellow Brick Road ice cream parlor, you get your over-the-rainbow card stamped. Once you purchase ten items, you get your next item free. The Yellow Brick Road ice cream parlor has you on which of the following reinforcement schedules?",E,E,3.0110921,psychology,164,410
2530,0.0,Which of the following is the best example of an attribute that is culturally-based rather than primarily psychologically-based?,B,C,2.2377356,psychology,142,303
2531,1.0,Complete the following example using deductive reasoning: All students who attend the Peddie School study Latin. Some students who study Latin also study calculus. Jerome is a student at the Peddie School. It can therefore be determined that,B,B,3.3049382,psychology,189,499
2532,0.0,Neural transmission is often described as an electrochemical process. Which of the following is most directly involved in the electrical aspect?,H,B,3.0501008,psychology,126,437
2533,1.0,Research has shown a possible connection between the neurotransmitter acetylcholine and which of the following mental disorders?,E,E,2.7431613,psychology,138,399
2534,1.0,Which term describes the phenomenon of like-minded groups taking more extreme positions than the individuals that comprise the group?,A,A,2.8037817,psychology,123,433
2535,1.0,"The more difference shown by the behavior of identical twins raised apart, the more the differences in their behavior can be attributed to their",D,D,2.2741174,psychology,123,215
2536,1.0,The Intelligence Quotient is defined as the,J,J,2.0981698,psychology,169,267
2537,1.0,"Jared thinks that going to psychology lecture classes is a waste of time and that you can do just as well in the course if you just read the review book, watch ""Discovering Psychology,"" and take the tests. He decides to test his hypothesis with an experiment. The independent variable in his experiment is",D,D,3.6292338,psychology,219,411
2538,1.0,Behavioral therapy typically alters the patterns of responding of clients by,A,A,2.7116366,psychology,172,390
2539,0.0,"Maria, a bright high school student, fears success. To which of the following colleges would she most likely apply?",F,E,3.9297043,psychology,215,424
2540,1.0,List and define three approaches to the study of developmental psychology.,G,G,4.9096564,psychology,173,525
2541,1.0,What are the two major functions of the spinal cord? Discuss.,B,B,2.9734284,psychology,168,417
2542,1.0,Define pleasure. Trace its development from infancy to adolescence. What accounts for humor? What situations produce smiling and laughter in adults?,H,H,2.6636804,psychology,307,296
2543,1.0,What are the most important sampling statistics? What distributionsdo they belong to?,H,H,1.9779305,psychology,354,269
2544,1.0,"If twosubculturalgroups have different mean IQ's (e.g., Blacks and whites) can it be concluded from that evidence that heredity is the most important and influential determinant of intelligence ?",E,E,2.3743971,psychology,157,314
2545,1.0,What is the Draw-a-Person Test (DAP) ?,H,H,2.4158679,psychology,174,398
2546,1.0,What data support the theory that short-term memory is essentially auditory?,I,I,2.0074328,psychology,233,260
2547,1.0,Discuss two approaches that can be used in examining early language acquisition.,B,B,2.0609983,psychology,121,306
2548,1.0,"What makes a piece of material to be learnedmeaningful, andhow does its meaningfulness affect the rate of learning?",G,G,2.2390793,psychology,249,333
2549,1.0,What is the difference between discrete andcontinuous motortasks?Which is easier to remember after an interval oftime?,D,D,2.8691476,psychology,194,473
2550,1.0,Describe the structural theory of language acquisition. Define generative grammar.,A,A,2.0796186,psychology,249,341
2551,1.0,"Nine rats run through a maze. The time each rat took to traversethe maze is recorded and these times are listed below. 1 min., 2.5 min., 3 min., 1.5 min., 2 min., 1.25 min., 1 min., .9 min., 30 min. Which of the three measures of central tendency would be themost appropriate in this case?",D,D,2.8420222,psychology,183,461
2552,1.0,What is the difference between consciousness and awareness ?Define automatic behavior.,B,B,2.7563388,psychology,229,488
2553,1.0,Discuss the effects of sleep deprivation.,I,I,1.6221536,psychology,184,267
2554,1.0,How do motor or enactive codes differ from visual or verbal codes. Illustrate with examples.,A,A,3.7086083,psychology,212,515
2555,0.0,"From the sample of data 5, 8, 2, 1, lfcomputethe standard deviationof the sample.",J,A,1.7305095,psychology,144,363
2556,1.0,What is meant by catharsis? How do catharsis theorists claim aggression can be controlled?,A,A,2.9651783,psychology,263,566
2557,1.0,What do the results of studies with twins suggest about the influence of heredity on personality?,H,H,2.2253369,psychology,224,396
2558,1.0,According toJellinek(1952) what progression does thelife ofan alcoholic usually follow ?,J,J,2.094134,psychology,228,284
2559,1.0,How has the way psychologists view infants changed over the years?,A,A,2.3191147,psychology,220,429
2560,0.0,"As psychologists began to study the effects of mass communication, they saw the need to distinguish between education and propaganda. Is there a distinction, and if so, what is it?",G,A,2.8448503,psychology,212,464
2561,1.0,"If you were hired by a large company to develop a new training program, your first step would probably be to conduct a:",B,B,3.7605417,psychology,124,371
2562,0.0,"A researcher interested in examining the potential impact of parent alcoholism on child and family development recruits 12-year-olds (n = 100), 13-year-olds (n = 100), and 14-year-olds (n = 100)—half of whom have an alcoholic parent and half of whom do not—into a multiple-year longitudinal study assessing various outcomes. This study is best characterized as:",J,D,3.4158125,psychology,200,546
2563,0.0,Identify the only construct that is not pertinent to developmental models on intelligence:,D,I,3.1317837,psychology,128,417
2564,1.0,"When performing a(n) ________ task, group members select a solution offered by one of the group members as the group’s solution.",D,D,3.0516341,psychology,123,309
2565,0.0,Which of the following is true of low-context communication?,E,F,2.1579616,psychology,162,340
2566,1.0,"To decrease hostility between groups of junior high school students, you would be best advised to:",B,B,3.313868,psychology,209,432
2567,1.0,The primary goal of a newly-developed community-based mental health program is to help people recently released from a psychiatric hospital adjust to life in the community. This is an example of:,F,F,2.9247082,psychology,125,355
2568,1.0,"According to HERSEY and BLANCHARD’S SITUATIONAL LEADERSHIP MODEL, leader style is described in terms of task and relationship orientation and optimal style depends on job maturity and subordinates. How is it the Delegating Style?",E,E,1.9128149,psychology,199,220
2569,1.0,"According to the theory of cognitive dissonance, greater change of belief will occur in forced compliance situations",A,A,3.7055957,psychology,164,502
2570,1.0,"___________ is a communication disorder that is characterized by difficulties in regulating the rate, rhythm, pitch, and loudness of speech.",H,H,2.417392,psychology,133,332
2571,1.0,Research on bystander intervention indicates that a person in an emergency will be most likely to receive help when the number of bystanders is,E,E,1.7877509,psychology,115,259
2572,1.0,"The notion that there are three major life tasks – friendship, occupation, and love – is MOST consistent with the philosophy of:",G,G,2.3396138,psychology,119,406
2573,1.0,"At the termination of an extensive training program, management may expect to find chat",B,B,2.6343216,psychology,192,376
2574,1.0,An employee expects greater consistency in the behavior of his boss than is warranted. The employee’s expectation is best accounted for by which of the following?,E,E,2.7587902,psychology,136,427
2575,1.0,Stress Inoculation Training involves both skills training and modification of maladaptive cognitions. Which of the following steps is incorrectly defined by a young inexperienced therapist:,D,D,3.0042938,psychology,249,470
2576,0.0,"Although concurrent individual and group therapy may be necessary for some patients, many therapists do not support it. One of the major concerns is that",B,C,2.2659443,psychology,188,338
2577,1.0,In which of the following psychotherapies is self-disclosure by the psychologist a specifically recommended and frequently applied technique,H,H,1.9406243,psychology,130,350
2578,1.0,Which of the following is most likely to produce symptoms similar to those resulting from anxiety,A,A,2.6361389,psychology,134,438
2579,1.0,You would use the Solomon four-group design in order to:,B,B,3.0642054,psychology,132,446
2580,1.0,"Compared to individuals in their 20s, which of the following is an advantage to having children after the age of 30?",C,C,2.6764018,psychology,194,429
2581,1.0,"When one uses a time-series design to evaluate a program, fluctuation in the outcome slope can be accounted for by various alternative hypotheses. According to Campbell and Stanley, the most probable alternative is that",B,B,2.6838167,psychology,191,422
2582,0.0,A correct statement about the early babbling of infants from different language communities is chat it,I,G,2.2629023,psychology,211,375
2583,1.0,Nearsightedness results from,C,C,1.1564792,psychology,167,186
2584,1.0,Which of the following types of data involves counting the number of occurrences of a behavior observed during a specified time period?,I,I,2.1676524,psychology,129,360
2586,1.0,Which of the following represents the correct order of auditory transmission from the time the sound is first heard to when it is processed in the brain?,C,C,2.5398067,psychology,258,412
2587,0.0,"In a code-based phonic approach to early reading instruction, first-grade students are taught the sounds of the letters b, a, s, and g. According to the theory underlying this approach, which of the following will be most effective as the first sentence for the students to read?",F,C,1.9431763,psychology,177,332
2588,0.0,Light enters the eye through an opening in the,G,C,3.0776528,psychology,105,432
2589,1.0,"A comprehensive final examination in AP Psychology that consists of questions dealing solely with motivation and emotion, social psychology, and the biological basis of behavior units lacks",C,C,2.58918,psychology,135,425
2590,0.0,Which of the following kinds of therapies would most likely be used by a somatic therapist?,J,B,2.8935907,psychology,125,444
2591,1.0,"In a cartoon, an angel is perched on one shoulder and a devil is perched on the other shoulder of a character who needs to decide whether to give money to a homeless man or not. The devil says, ""Don't give him anything, you'll make better use of the money than he will."" The angel says, ""Give him the money because he needs it more than you do."" The character gives the homeless man half of his money. In a Freudian interpretation, the angel represents the character's",G,G,1.6208415,psychology,198,188
2592,0.0,A psychologist focusing on whether development occurs in stages is most interested in which of the following controversies?,B,F,3.2891911,psychology,130,403
2593,0.0,"Although they disagreed with his personal infidelities, many Americans supported President Bill Clinton's position and policy decisions during his term in office. This dichotomy of opinion demonstrates a split in",D,F,2.8953903,psychology,148,451
2594,1.0,"What is the value of the median for the numbers 5, 8, 12,3, 9?",B,B,1.4575756,psychology,122,129
2595,0.0,List and describe Erikson's stages of psychosocial development.,C,B,2.4072171,psychology,792,469
2596,1.0,"If you rub your eyes long and hard enough, you would eventuallysee some type of visual pattern. Explain this phenomenon.",G,G,1.4733417,psychology,287,205
2597,1.0,Discuss and distinguish between discrete and continuous values.,A,A,2.5014635,psychology,254,347
2598,1.0,Discuss the advantages and disadvantages of doing field researchand laboratory research with human subjects.,F,F,3.0233663,psychology,234,463
2599,1.0,"Find the mode of the sample 14, 16, 21, 19, 18, 24 and 17.",A,A,0.8673883,psychology,125,166
2600,1.0,"Explain the development of an individual who is not psychologically well-adjusted, according to Rogers.",B,B,3.4098691,psychology,304,532
2601,1.0,"Normally, one would expect the brightness of an object to increaseas more light is reflected from it, however, the perceivedbrightness of an object also depends on the field thatsurrounds it. Discuss this phenomenon including a methodfor its demonstration.",J,J,2.2584452,psychology,343,311
2602,1.0,Pay incentives are not always a feasible or effective way of improvingemployee performance or behavior. Discuss the limitingconditions for this program to be effective.,B,B,2.7395649,psychology,240,505
2603,1.0,What is a pay incentiveprogram ?Describe a commonly usedincentive plan.,D,D,2.4793383,psychology,229,357
2604,1.0,"Given the following set of ungrouped measurements 3, 5, 6, 6, 7, and 9, determinethe mean, median, and mode.",D,D,2.1563837,psychology,267,263
2605,1.0,What factors account for individual differences in problem solving?,H,H,2.5193417,psychology,143,416
2606,1.0,Discuss the variables which determine whether transfer will be positive or negative.,F,F,2.1763469,psychology,227,316
2607,0.0,Describe the three basic methods of measuring and analyzing thresholds.,H,I,3.3290668,psychology,216,465
2608,1.0,"Describe the role maturation plays in the ""readiness"" or potentiality for a certain ability.",F,F,2.113946,psychology,262,423
2609,1.0,Discuss thetonotopicorganization of our auditory system.,B,B,1.9979845,psychology,270,326
2610,1.0,Discuss the function of a theory of personality.,J,J,2.0932969,psychology,236,401
2611,1.0,Discuss the relationship between punishment and extinction.,G,G,2.841614,psychology,193,514
2612,1.0,"Citing specific investigations, discuss what the results of twin studieshave suggested about the role of heredity in the developmentof schizophrenia.",E,E,2.4314429,psychology,261,349
2613,1.0,Explain the interaction of intensity and frequency in the perceptionof loudness and pitch.,E,E,1.939686,psychology,289,286
2614,1.0,How does face validity differ from content validity?,G,G,2.4868006,psychology,324,364
2615,1.0,Which of the following statements expresses a relationship between aging and sexual functioning,F,F,2.5187889,psychology,210,413
2616,1.0,A psychologist who already has an established therapeutic relationship with a child is asked to act as an expert witness in a divorce proceeding involving custody of the child. The psychologist's best course of action would be to:,B,B,2.6835721,psychology,234,387
2617,1.0,Statistical regression is a potential threat to a study’s internal validity when:,C,C,3.171441,psychology,230,407
2618,0.0,The primary advantage of the forced-choice distribution of rated attributes in performance appraisal is that it,E,F,2.4414119,psychology,198,390
2619,1.0,Attribution theories provide a framework for the important types of information used to assess behavior. One theory describes how people identify explanations of people’s personal characteristics from behavioral evidence. This theory is ___________.,F,F,4.0504328,psychology,156,492
2620,1.0,"A 16-month-old child who calls her pet cat “kitty” sees a dog for the first time and calls it “kitty.” In terms of Piaget’s theory of cognitive development, the child is displaying:",H,H,4.0492222,psychology,145,476
2621,1.0,"Current legal and ethical standards require that a treatment record be kept for each patient. At the minimum, this treatment record should include",F,F,2.4417875,psychology,309,367
2622,1.0,Which of the following relies on internal resources to cope with a problem?,A,A,2.5727046,psychology,121,374
2623,1.0,Students in an introductory psychology class are required to participate in one of the university's ongoing research projects. This practice is:,G,G,3.2234654,psychology,212,433
2624,0.0,"The empirical literature suggests that when mothers give their children’s developmental and social histories, the mothers’ memories are most accurate about",D,E,2.2842079,psychology,111,295
2625,1.0,A graduate student designed and conducted a research project for her dissertation and subsequently wrote a journal article describing the study and its results. The original idea for the study was derived from the work of the student’s faculty advisor who also provided the facilities for the student's research. The faculty advisor wants to be listed as first author on the article when it is published. In this situation:,G,G,2.3789378,psychology,258,282
2626,1.0,"A non-custodial parent asks Dr. Maxine Miller, a school psychologist, for the results of the tests she recently administered to his 5th grade son. If Dr. Miller complies with the father’s request, she will have acted:",J,J,3.8759857,psychology,189,579
2627,1.0,"There are several differences between Parametric and Nonparametric Statistical Tests, for ex. Nonparametric Statistical Tests are less powerful than parametric tests. From your knowledge about the parametric tests, which statement can not be correct?",C,C,2.3930688,psychology,191,308
2630,1.0,"When helping a patient to resolve ambivalence, build commitment, and reach a decision to change, which of the following basic principle is not used at Motivational Interviewing:",A,A,2.0928065,psychology,114,270
2631,1.0,"Group A consists of people whose measured interests are highly similar to the interests of engineers, Group B consists of people whose measured interests are highly dissimilar to those of engineers. Which of the following statements would be justified, given that both Group A and Group B entered engineering",I,I,2.8925752,psychology,265,362
2632,0.0,"Among women, which of the following subgroups has been shown to be the most frequent users of suicide prevention services",B,E,2.7034293,psychology,147,320
2633,1.0,"In personnel selection, the selection ratio is defined as the",D,D,1.6592723,psychology,119,217
2634,1.0,"A 38-year-old person is afraid to travel on public transportation. A program of treatment that relies on graduated exposure to traveling by bus, with actual real-life behavioral activities increased across trials, is called",B,B,2.2700715,psychology,136,316
2635,1.0,Piaget’s theory describes stages of cognitive development ___________.,J,J,2.5413051,psychology,140,336
2637,0.0,"Asking an obese person to restrict eating to limited situations, such as a specific place in the kitchen at particular predetermined times of day, is best described as an example of",B,G,2.748545,psychology,137,392
2638,1.0,"In Bandura's social learning theory, the concept of seif-reinforcement is critical for explaining how in the absence of external reward",E,E,2.5395674,psychology,176,316
2639,1.0,An organizational psychologist would most likely recommend the use of vestibule training for which of the following jobs?,H,H,2.9682081,psychology,117,349
2640,1.0,"In which type of research there is no manipulation of research done and variables are just measured, not manipulated? From your knowledge about research designs and strategies, choose the correct answer.",F,F,2.5374977,psychology,146,327
