ID,Problem,Model Response,Extracted Answer,Ground Truth,Correct,Latency,Input Tokens,Output Tokens
304,What is the charge of a proton?,The answer is (D),D,D,True,2.385307237,69,144
307,What is the file extension for an image in JPEG format?,The answer is (D),D,D,True,2.118162557,79,144
306,What is the black dot in the center of the eye called?,The answer is (D),D,D,True,2.794524707,75,144
300,What layer of the atmosphere protects Earth from ultraviolet rays?,The answer is (D),D,D,True,4.624676269,79,336
297,What is the name of the programming language created by Google for Android apps?,The answer is (C),C,C,True,5.581594876,77,336
301,What is the least populated continent (excluding Antarctica)?,"Australia/Oceania has the smallest population among the inhabited continents (excluding Antarctica), well below Europe, North America, and South America.  The answer is (A)",A,A,True,4.855173361,75,363
308,What do you call the explanatory notes at the bottom of a page?,The answer is (C),C,C,True,3.579147772,79,208
312,What is the Roman numeral for 1?,The answer is (A),A,A,True,1.69797119,69,80
303,What is the name of the study of stars and space?,The answer is (C),C,C,True,5.042635819,75,336
311,What is the name of the design principle that refers to elements being properly aligned?,The answer is (C),C,C,True,2.099831834,77,144
313,What is the season when animals like bears typically hibernate?,The answer is (D),D,D,True,2.011289634,72,80
305,What type of creature is Nessie supposedly?,The answer is (C),C,D,False,5.638392005,78,336
309,What is the name of the famous amphitheater in Athens?,The answer is (C),C,C,True,4.977720535,83,336
319,What country invented chess?,The answer is (C),C,C,True,1.837784068,65,80
314,What does 'PIN' stand for?,The answer is (A),A,A,True,3.588319901,76,272
317,What is the capital of Hungary?,The answer is (D),D,D,True,2.309116457,74,144
318,What does 'RAW' format mean in photography?,"RAW refers to the unprocessed data captured directly from the camera’s image sensor, preserving maximum detail and flexibility for editing.  The answer is (C)",C,C,True,2.934289305,80,168
310,What game uses 'Go' pieces on a grid?,The answer is (A),A,A,True,6.000170151,85,336
322,What is the name for the company that produces a book?,The answer is (C),C,C,True,2.155745521,72,144
325,What is the currency of India?,The answer is (C),C,C,True,2.212674323,71,80
320,Where do electrons exist in an atom?,"Electrons are not in the nucleus (that holds protons and neutrons). Instead, they occupy energy levels (shells/orbitals) surrounding the nucleus. They are not inside protons or neutrons.  The answer is (B)",B,B,True,4.173958359,78,315
316,How many squares are on a standard chess board?,8 rows times 8 columns gives 8 × 8 = 64 squares.  The answer is (C),C,C,True,4.863757311,74,161
327,What is the name of the longest wall ever built?,The answer is (C),C,C,True,2.022896229,84,80
315,What is the alphabet of the Arabic language called?,The answer is (B),B,B,True,7.040455173,76,336
321,What is the capital of Sri Lanka?,The answer is (D),D,D,True,4.987951244,77,400
324,What is typography?,"Typography refers to the art and technique of arranging type (fonts, spacing, layout) to make text legible and visually appealing, which matches option A better than the broader or different fields in the other options.  The answer is (A)",A,A,True,4.240194157,76,250
331,What does 'AI' stand for?,The answer is (B),B,B,True,1.974873529,72,80
329,How many years are in a decade?,The answer is (B),B,B,True,2.18804264,72,80
328,What is the name of the court where basketball is played?,The answer is (A),A,A,True,2.726499271,74,208
326,What is the most powerful piece in chess?,The answer is (B),B,B,True,3.949932243,70,272
323,What is a group of ants called?,The answer is (A),A,D,False,6.168017738,72,400
333,How many minutes are in an hour?,An hour is defined as 60 minutes in standard timekeeping.  The answer is (C),C,C,True,2.513015612,72,157
335,What is the lifespan of a dog typically?,The answer is (C),C,C,True,2.193984631,85,144
332,What is the name of the first test-tube baby born in 1978?,"Louise Brown, born in 1978 in the UK, is widely recognized as the first baby conceived via in vitro fertilization.  The answer is (B)",B,B,True,3.665653525,81,235
334,Who voiced Buzz Lightyear in 'Toy Story'?,The answer is (C),C,C,True,3.786881862,76,272
341,What does 'KPI' stand for?,The answer is (B),B,B,True,1.432871179,77,80
339,What does 'danke' mean in German?,The answer is (D),D,D,True,3.73749614,71,208
338,What is the name of the toy cowboy in 'Toy Story'?,The answer is (C),C,C,True,4.057154673,74,208
343,What is the capital of Senegal?,The answer is (D),D,D,True,1.983341949,72,144
337,What does 'SSD' stand for?,The answer is (A),A,A,True,4.613699971,76,272
345,What is the capital of Tanzania?,The answer is (C),C,C,True,1.760265393,71,80
336,What is the capital of Madagascar?,The answer is (C),C,C,True,5.07515117,77,272
344,What is the fear of spiders called?,The answer is (A),A,A,True,3.65456567,78,144
350,What is a baby goose called?,The answer is (D),D,D,True,1.741291991,71,80
346,What continent is Brazil in?,The answer is (B),B,B,True,2.608380293,69,144
342,What design principle refers to visually equal distribution of elements?,The answer is (D),D,D,True,4.84105937,72,208
347,What is the setting of a story?,The answer is (D),D,D,True,2.681613324,74,144
351,What CSS property changes the text color?,The answer is (C),C,C,True,1.852983425,71,80
348,What is the capital of Nepal?,The answer is (D),D,D,True,2.650880928,72,144
340,What year was the first email sent?,The answer is (C),C,C,True,6.171481903,76,400
349,What is the name of the person who leads an orchestra?,The answer is (A),A,A,True,3.161074659,73,208
357,Who invented the printing press?,The answer is (C),C,C,True,1.497612891,73,80
355,What is the national animal of India?,"India’s national animal is the Bengal tiger, chosen for its strength, grace, and symbolic presence in Indian culture and biodiversity.  The answer is (B)",B,B,True,2.327721942,68,169
356,What does 'JSON' stand for?,The answer is (B),B,B,True,3.091987029,84,208
360,How many teeth does an adult human have?,The answer is (C),C,C,True,2.104457024,73,80
354,Which country is home to the Amazon Rainforest mostly?,The answer is (C),C,C,True,3.292558939,71,208
361,What is the name of the Roman god of war?,The answer is (C),C,C,True,2.543135979,71,144
358,What is the name of the Egyptian god of the dead?,The answer is (D),D,D,True,3.753580574,75,208
353,What planet is known as the Blue Planet?,The answer is (D),D,D,True,4.279484487,70,272
359,What is the name of the study of rocks?,The answer is (B),B,A,False,3.237675623,74,144
352,What is an antonym for 'hot'?,Cold is the opposite of hot.  The answer is (B),B,B,True,5.464742844,70,407
364,How many points is a touchdown worth in American football?,The answer is (D),D,D,True,2.4808578,75,80
363,What is the name of the barrier that monitors network traffic for security?,The answer is (D),D,D,True,3.508476505,74,208
368,What is the name of the space agency of the United States?,The answer is (D),D,D,True,2.408239952,77,144
369,What is the name of the study of weather?,The answer is (B),B,B,True,2.44449978,75,144
330,What is the name of the study of volcanoes?,The answer is (D),D,D,True,15.707470473,78,144
365,Who wrote 'The Lord of the Rings'?,The answer is (C),C,C,True,3.633152899,83,272
367,What is the national sport of the United States?,"Baseball is widely known as “America’s pastime” and is traditionally regarded as the national sport, even though there’s no official designation by law. American football is currently the most popular, but the traditional national sport is baseball.  The answer is (C)",C,C,True,3.058910185,72,190
366,What is the name for cutting down of forests?,Cutting down of forests is called deforestation.  The answer is (B),B,B,True,3.280348945,75,218
370,What type of animal is a whale?,The answer is (D),D,D,True,3.178899744,73,208
372,What does 'aqua' mean in Latin?,The answer is (D),D,D,True,2.912499485,70,144
376,How many sides does a hexagon have?,The answer is (B),B,B,True,2.671551738,73,80
371,What is the capital of Bulgaria?,The answer is (D),D,D,True,3.921185569,71,144
374,What does 'IQ' stand for?,The answer is (A),A,A,True,2.847014394,74,144
377,In which year did World War II end?,The answer is (D),D,D,True,2.917220369,77,80
378,What is the name of Batman's butler?,The answer is (B),B,B,True,2.798946752,71,80
373,Which animal is a monotreme?,"Monotremes are egg-laying mammals; among the options, the platypus is a monotreme.  The answer is (D)",D,D,True,4.149410755,73,295
362,What is the name of the shape with no sides?,"- In basic geometry, “sides” usually means straight edges of polygons. - A circle has a continuous curved boundary with no straight sides and no corners. - An oval also lacks straight sides, but the standard elementary answer to “shape with no sides” is the circle. - Sphere is 3D; “round” is an adjective, not a specific 2D shape.  The answer is (B)",B,B,True,9.227304724,71,478
383,What does 'au revoir' mean in French?,The answer is (C),C,C,True,1.993547961,72,80
375,What does 'cloud computing' mean?,The answer is (C),C,C,True,4.827922302,84,336
380,What does 'CFO' stand for?,The answer is (B),B,B,True,2.83432081,77,144
379,What is the name for singing without instrumental accompaniment?,The answer is (B),B,B,True,4.47665691,74,272
385,What is the name of a pre-written set of code you can use in your program?,The answer is (B),B,B,True,2.880292344,78,144
381,What language has the most words?,The answer is (C),C,C,True,3.525680363,67,208
384,What is the capital of China?,The answer is (B),B,B,True,3.034671559,67,144
382,What is the most recycled material in the world?,The answer is (D),D,D,True,3.637768974,72,144
387,What is sarcasm?,The answer is (B),B,B,True,3.51972467,73,144
386,What part of the body is responsible for pumping blood?,The heart is the organ that pumps blood throughout the body via the circulatory system.  The answer is (C),C,C,True,4.292400271,72,161
389,How many continents are there on Earth?,The answer is (C),C,C,True,3.49926455,72,208
388,What is the name of the most prestigious journalism award?,The answer is (C),C,C,True,3.737955294,81,208
394,What does 'OOP' stand for?,The answer is (B),B,B,True,2.21944386,81,80
392,What is the name of the book that lists words with similar meanings?,The answer is (C),C,C,True,2.453753389,77,80
390,What is composting?,The answer is (D),D,D,True,3.362616177,78,144
397,What is the capital of France?,The answer is (A),A,A,True,1.530890655,67,16
391,What is a light-year?,The answer is (B),B,B,True,3.553044526,84,144
393,What is a group of fish called?,The answer is (B),B,B,True,3.830055866,69,208
395,What does 'trademark' protect?,"Trademarks protect brand identifiers such as names, logos, and slogans used to distinguish goods or services in the marketplace.  The answer is (C)",C,C,True,4.186304136,72,232
396,What is a prototype in design?,The answer is (C),C,C,True,3.503074949,80,144
403,What is the name of the Greek king of the gods?,The answer is (D),D,D,True,2.061480321,75,80
400,What is the currency of Sweden?,The answer is (B),B,B,True,4.763301036,70,208
402,What is the name of the text shown in a terminal when running a program?,The answer is (A),A,A,True,4.823890299,76,272
405,What type of energy is produced by wind turbines?,The answer is (B),B,B,True,3.67896273,77,208
399,What is the name for a fake name used by an author?,The answer is (B),B,B,True,5.305980921,80,272
398,What is the name of the design tool popular among UI/UX designers?,The answer is (D),D,D,True,5.526087089,76,336
401,What gives red wine its color?,The answer is (B),B,B,True,5.331737546,72,272
404,What does 'pro bono' mean?,The answer is (B),B,B,True,4.309743832,75,272
407,"In basketball, how many points is a three-pointer worth?",The answer is (B),B,B,True,2.479670592,76,144
408,What is the shape of the Earth?,The answer is (D),D,D,True,3.154190495,74,208
406,What is the name of the final game in the NFL called?,The answer is (C),C,C,True,4.487218957,78,208
412,What is the capital of Iran?,The answer is (D),D,D,True,2.085043388,71,80
413,What is the name of the body part responsible for breathing?,The answer is (D),D,D,True,2.644323124,74,144
416,How many days are in February in a non-leap year?,The answer is (B),B,B,True,2.358976298,77,80
415,How many sides does a pentagon have?,The answer is (D),D,D,True,2.577388643,73,144
411,In which fictional city does Superman live?,The answer is (C),C,C,True,3.034268257,72,144
410,What is the only bird that can fly backwards?,The answer is (A),A,A,True,3.159350704,75,144
417,What are the official languages of Canada?,The answer is (A),A,A,True,1.996011539,79,80
414,What is the hexadecimal number system based on?,"Hexadecimal uses sixteen symbols (0-9 and A-F), so it is base 16.  The answer is (D)",D,D,True,3.176191938,77,228
418,What country is the Colosseum located in?,The answer is (D),D,D,True,3.017343556,70,208
420,What is the currency of Mexico?,The answer is (A),A,A,True,2.481533594,67,144
409,What is the fear of heights called?,"Fear of heights is called acrophobia; vertigo is a dizziness sensation, not a phobia.  The answer is (C)",C,C,True,5.820108723,76,357
423,What is the currency of Brazil?,The answer is (B),B,B,True,2.345351231,67,144
425,How many players are on a volleyball team on the court?,The answer is (D),D,D,True,2.179605135,76,80
426,What country is TikTok originally from?,The answer is (D),D,D,True,2.487120486,69,144
424,What is the symbol for hydrogen gas?,The answer is (B),B,B,True,3.602210224,72,208
419,What is the name for a book about a person's own life written by themselves?,The answer is (C),C,C,True,4.896051724,79,272
427,What is the currency of the European Union?,The euro is the official currency used by most European Union member states.  The answer is (B),B,B,True,3.366584306,69,222
431,What is the official language of Brazil?,The answer is (D),D,D,True,2.839343541,68,144
433,Who painted the Sistine Chapel ceiling?,The answer is (D),D,D,True,2.630944311,73,144
430,What is the name of the fear of flying?,The answer is (C),C,C,True,4.004358571,83,272
422,What animal is known for carrying its house on its back?,The answer is (D),D,D,True,6.473332274,80,464
435,What is alliteration?,The answer is (B),B,B,True,1.88922664,86,80
432,What type of energy is produced by water flow?,Energy generated from moving water (like rivers or dams) is called hydroelectric energy.  The answer is (D),D,D,True,4.068603973,77,289
434,What does 'luna' mean in Latin?,The answer is (D),D,D,True,3.123379441,70,208
437,What type of pasta is shaped like a bow tie?,The answer is (D),D,D,True,2.394083715,77,144
439,What is the name of the largest hot desert in the world?,The answer is (C),C,C,True,3.316539544,78,144
436,"What is the official language of Quebec, Canada?",The answer is (B),B,D,False,4.452268121,74,272
421,What is the name of our galaxy?,The answer is (C),C,C,True,9.884088067,74,208
441,What is the name of the study of birds?,The answer is (D),D,D,True,3.359883509,78,144
442,What was the first animal sent to space?,The answer is (D),D,D,True,4.325227641,70,272
438,Who was the first President of the United States?,George Washington was the first President of the United States. The answer is (C),C,C,True,5.152776566,74,347
447,What is the name of the body part that stores bile?,The answer is (C),C,C,True,1.787093801,78,80
440,How many pieces does each player start with in chess?,"Each player starts with 16 pieces: 8 pawns and 8 other pieces (2 rooks, 2 knights, 2 bishops, 1 queen, 1 king). The answer is (C)",C,C,True,5.776358005,75,310
445,What is the capital of North Macedonia?,The answer is (C),C,C,True,3.158334898,73,144
449,What is the name of the mermaid in Disney's 'The Little Mermaid'?,The answer is (C),C,C,True,2.421163384,77,144
450,What is the surface of the French Open tennis tournament?,The answer is (A),A,A,True,2.213932186,72,80
443,What does 'open AI' in OpenAI refer to?,The answer is (B),B,B,True,5.634192591,84,272
451,What is the name of the family in 'The Jetsons'?,"The family in the show is the Jetson family (e.g., George Jetson). The answer is (D)",D,D,True,3.663134546,78,226
446,What year were the first Nobel Prizes awarded?,The first Nobel Prizes were awarded in 1901; Nobel’s will was signed in 1895 and the Nobel Foundation was established in 1900.  The answer is (C),C,C,True,6.530410272,78,496
428,What is the capital of South Korea?,The answer is (D),D,D,True,14.929480453,71,144
452,What is the capital of Malaysia?,The answer is (C),C,C,True,4.532807465,73,208
455,What is the national animal of England?,The answer is (C),C,C,True,3.392464368,68,208
454,What country does the rugby team called the All Blacks represent?,The answer is (D),D,D,True,3.867064851,74,208
429,What is the name of the award given for excellence in music?,"Oscars honor film, Emmys honor television, Tonys honor theater, and Grammys honor music.  The answer is (B)",B,B,True,16.25292649,73,229
444,What is the name of the conflict or problem in a story?,The answer is (D),D,D,True,9.679529416,75,656
460,What is the capital of Angola?,The answer is (D),D,D,True,2.417717183,71,80
456,What is the name of the tallest waterfall in the world?,The answer is (D),D,D,True,4.526164658,77,336
453,How many sides does a circle have?,The answer is (D),D,C,False,6.688164094,71,400
462,What does 'endangered' mean for a species?,The answer is (B),B,B,True,2.348227683,80,80
461,What company owns GitHub?,The answer is (C),C,C,True,2.827128041,66,208
448,What sport uses a shuttlecock?,The answer is (C),C,C,True,9.634575284,70,208
457,What does 'SOS' mean in distress signals?,"Common backronyms like ""Save Our Souls"" or ""Save Our Ship"" are myths. SOS was chosen because the Morse code sequence ... --- ... is simple and unmistakable, not for any literal meaning.  The answer is (D)",D,D,True,4.886478945,85,251
458,Who painted the Mona Lisa?,The answer is (C),C,C,True,5.027864832,71,272
459,What type of animal pulls Cinderella's carriage?,The answer is (C),C,C,True,5.196569267,75,272
464,What does 'patent' protect?,The answer is (C),C,C,True,2.502834174,73,144
463,What does 'aloha' mean in Hawaiian?,The answer is (C),C,C,True,3.643989941,78,144
468,What does 'shalom' mean in Hebrew?,The answer is (C),C,C,True,2.182086343,78,144
466,What sound does a cow make?,The answer is (C),C,C,True,2.925459137,70,144
467,What is the name of the study of fish?,The answer is (C),C,C,True,2.692531028,77,144
470,What country is Stonehenge located in?,The answer is (D),D,D,True,3.422945004,69,144
465,What company makes the Xbox?,The answer is (C),C,C,True,4.754978889,66,272
476,Who played James Bond in 'Casino Royale' (2006)?,The answer is (D),D,D,True,2.217735079,79,80
471,What are the three states of matter?,The answer is (A),A,A,True,4.065892455,84,208
473,What is a wireframe in design?,The answer is (B),B,B,True,4.479562407,83,208
472,What is the name of code that repeats a set of instructions?,"A structure that repeats a set of instructions is called a loop. Functions encapsulate reusable code, conditions control branching, and variables store data.  The answer is (C)",C,C,True,4.779065949,73,300
477,What is the capital of Ireland?,The answer is (D),D,D,True,3.825556835,69,208
469,What is the name of the scale used to measure wind speed in hurricanes?,"- Fujita scale measures tornado intensity, not hurricanes. - Richter scale measures earthquake magnitude. - Beaufort scale estimates general wind force, not specifically hurricane categories. - Saffir-Simpson scale categorizes hurricanes by sustained wind speed.  The answer is (D)",D,D,True,6.586260767,86,320
474,What is the name for the text of a film or play?,The text of a film or play is called a script or screenplay; “libretto” is specifically for operas and musicals.  The answer is (B),B,B,True,4.978395914,77,298
480,What is the name of the study of maps?,The answer is (C),C,C,True,2.579852236,74,80
479,What are the Nobel Prize categories?,The answer is (A),A,A,True,3.463702072,107,144
475,What is the capital of Bolivia?,The answer is (C),C,D,False,5.546192327,72,272
478,What is the name for the written notation of a piece of music?,The answer is (B),B,B,True,4.62670949,75,208
483,What does 'per se' mean?,The answer is (A),A,A,True,1.839608694,73,80
481,What is the largest species of bear?,The answer is (D),D,D,True,3.623498011,74,272
482,How many stars are approximately in the Milky Way?,"Astronomical estimates based on the Milky Way’s mass, luminosity, and star formation history suggest a broad range, typically cited as roughly 100 to 400 billion stars.  The answer is (B)",B,B,True,3.17192617,83,181
486,What does 'AR' stand for in technology?,The answer is (B),B,B,True,2.751398522,75,144
493,What sport is known as America's pastime?,The answer is (C),C,C,True,1.163809622,70,16
489,In which year did World War I begin?,The answer is (D),D,D,True,3.01363542,77,144
485,What do you call music without words?,The answer is (A),A,A,True,4.158469659,71,272
492,What are the four instruments in a standard string quartet?,The answer is (A),A,A,True,2.251595424,97,144
487,Who wrote 'Hamlet'?,The answer is (D),D,D,True,4.178173087,74,272
484,What is the name of the person who manages a server or network?,"A system administrator (sysadmin) is responsible for configuring, maintaining, and ensuring the reliability and security of servers and networks.  The answer is (C)",C,C,True,5.222510236,76,425
491,What does 'ATM' stand for?,"First, recall the common expansion used in banking and official standards: ATM stands for Automated Teller Machine, not Automatic Teller Machine.  - Option A: ""Automatic Teller Machine"" — commonly said but incorrect. - Option B: ""Automated Transaction Machine"" — incorrect; the ""T"" stands for Teller, not Transaction. - Option C: ""Automated Teller Machine"" — correct. - Option D: ""Automatic Transaction Machine"" — incorrect for both words.  The answer is (C)",C,C,True,3.764983408,76,172
488,What is the square root of 4?,The square root of 4 is 2. The answer is (B),B,B,True,4.909439281,73,346
490,What is a fossil fuel?,"Fossil fuels (coal, oil, natural gas) form over millions of years from the buried remains of ancient plants and animals, not just dinosaurs, and are not synthetic.  The answer is (A)",A,A,True,4.526358261,76,308
494,What is the name of the process by which a caterpillar becomes a butterfly?,"Metamorphosis is the biological process where an insect undergoes distinct life stages; a caterpillar (larva) becomes a butterfly (adult). Germination is for seeds, evolution is long-term species change, and transformation is a generic term.  The answer is (B)",B,B,True,3.087315122,80,258
498,What is the name of the coffee shop in 'Friends'?,The answer is (C),C,C,True,1.957821546,80,80
499,How many players are on a basketball team on the court?,The answer is (C),C,C,True,2.410407135,76,80
500,What is the name of the Trojan War's greatest Greek warrior?,The answer is (D),D,D,True,2.340274903,76,144
496,What is the largest land animal?,"- Hippopotamus: Large and heavy, but not the largest. - Rhinoceros: Very large, but smaller than an elephant. - African Elephant: The largest land animal by both weight and height. - Giraffe: Tallest animal, but not the heaviest.  The answer is (C)",C,C,True,3.564720996,74,201
504,What does 'organic' food mean?,The answer is (B),B,B,True,2.38624679,82,144
503,What is the capital of Lebanon?,The answer is (D),D,D,True,3.345233647,70,144
495,Who painted 'The Starry Night'?,The answer is (C),C,C,True,5.52643457,78,272
505,"What is the name of the punctuation mark ','?",The answer is (C),C,C,True,3.014610781,72,208
497,In which sport is a 'slam dunk' a move?,A slam dunk is a scoring move in basketball where a player jumps and forcefully puts the ball through the hoop.  The answer is (B),B,B,True,5.245633468,73,295
501,What part of the body filters blood?,"The kidneys filter the blood to remove wastes and excess fluid, forming urine. The answer is (C)",C,C,True,5.100589171,71,223
508,Who played Iron Man in the Marvel movies?,The answer is (C),C,C,True,3.094031229,77,80
502,What color are a polar bear's hairs actually?,"Although polar bears appear white, each hair shaft is actually transparent and hollow, scattering light to look white. The answer is (C)",C,C,True,5.031088995,72,357
513,What is the name of the ship in 'Pirates of the Caribbean'?,The answer is (B),B,B,True,2.30181936,87,144
507,What does 'open source' software mean?,The answer is (B),B,B,True,4.380657874,84,272
506,What is the resolution of 'Full HD' video?,The answer is (D),D,D,True,4.624482997,81,272
512,What is the longest river in the world?,The answer is (D),D,D,True,3.01750548,71,144
515,What is the name of a programming statement that checks a condition?,The answer is (D),D,D,True,1.720459428,74,80
510,What is the Roman numeral for 50?,The answer is (D),D,D,True,4.048025722,69,144
518,What is a marsupial?,The answer is (B),B,B,True,1.67762191,88,80
514,What is the name of the lion in 'The Lion King'?,The answer is (B),B,B,True,3.076699597,77,144
517,What does 'bitte' mean in German?,The answer is (B),B,B,True,2.528024294,74,144
519,Who wrote 'Don Quixote'?,The answer is (B),B,B,True,2.653938865,77,144
511,What is a baby swan called?,The answer is (C),C,C,True,5.746868567,72,272
520,What does 'GPS' stand for?,The answer is (B),B,B,True,2.735690153,78,144
522,What is the capital of the Netherlands?,The answer is (D),D,D,True,1.723098576,69,80
525,What is the name of Homer Simpson's boss?,The answer is (D),D,D,True,2.078006134,78,80
524,What is the name of the body part that breaks down food?,The stomach is the organ that primarily breaks down food during digestion.  The answer is (C),C,C,True,2.842169737,75,157
529,What is the symbol for potassium on the periodic table?,The answer is (D),D,D,True,2.325242331,72,80
526,What does 'ping' measure in networking?,The answer is (C),C,C,True,2.92294624,76,144
521,What is the term for converting data into a code to prevent unauthorized access?,"Converting readable data (plaintext) into an unreadable code (ciphertext) to prevent unauthorized access is encryption. Decryption is the reverse process, hashing is one-way for integrity, and a firewall controls network traffic.  The answer is (D)",D,D,True,5.145345262,77,252
516,What is a baby rabbit called?,The answer is (A),A,A,True,6.905840523,70,272
527,What is the most populated country in the world?,The answer is (B),B,B,True,3.027264036,70,144
528,What is the 'exposition' of a story?,"Exposition is the part of a story that introduces the setting, characters, and background information needed to understand the plot.  The answer is (C)",C,C,True,3.214778639,76,168
509,What is the name of the clock in London also known as Big Ben?,Big Ben is the nickname for the Great Bell in the clock at the Palace of Westminster; the tower itself is named Elizabeth Tower.  The answer is (A),A,A,True,10.100020166,79,554
534,"What is the name for a story that teaches a moral lesson, often with animals?",The answer is (D),D,D,True,1.614315573,79,80
537,What is the capital of El Salvador?,The answer is (D),D,D,True,1.29876315,73,80
532,What is the national dish of Spain?,The answer is (C),C,C,True,2.676186735,73,144
536,What does 'carte blanche' mean?,The answer is (A),A,A,True,2.989676605,75,144
535,What two colors make green?,The answer is (D),D,D,True,3.548606336,74,144
538,Who was the leader of Nazi Germany?,The answer is (C),C,C,True,2.920190946,69,144
531,What is the name of the study of animals?,The answer is (C),C,C,True,5.796854562,74,336
539,What company owns Instagram?,The answer is (D),D,D,True,2.922165004,65,144
541,What is the capital of Brazil?,The answer is (C),C,C,True,2.187137168,70,80
540,What is the first move requirement for castling in chess?,The answer is (A),A,A,True,2.700986462,87,144
533,What is the difference between a preface and a foreword?,The answer is (B),B,B,True,5.028366661,101,336
542,What color is an emerald?,The answer is (C),C,C,True,2.584860513,66,144
530,What is the name of the musical symbol that looks like the letter 'S'?,The answer is (B),B,B,True,7.552544705,87,464
543,What does 'ni hao' mean in Mandarin?,The answer is (D),D,D,True,2.513915155,71,80
544,What does 'ubuntu' mean in African philosophy?,The answer is (A),A,A,True,2.814770896,81,144
549,What is the capital of Qatar?,The answer is (C),C,C,True,2.488679595,73,144
546,What is the name for software that secretly monitors your computer?,The answer is (D),D,D,True,2.963256071,76,144
545,How many senses do humans traditionally have?,The answer is (B),B,B,True,3.139544114,72,208
547,What is the capital of Venezuela?,The answer is (D),D,D,True,3.232174814,72,208
552,What is the capital of Syria?,The answer is (D),D,D,True,2.361422504,70,144
553,What does 'crescendo' mean in music?,The answer is (C),C,C,True,2.267874722,74,80
555,What is the hardest natural substance on Earth?,The answer is (C),C,C,True,2.49794909,69,80
554,What is the opposite of prose?,The answer is (D),D,D,True,2.932186397,70,208
550,What does 'renewable energy' mean?,The answer is (B),B,B,True,4.335114393,85,272
557,What is a 'sans-serif' font?,"- Serif fonts have small decorative strokes (serifs) at the ends of letters. - ""Sans"" means ""without,"" so sans-serif fonts do not have these decorative strokes.  The answer is (C)",C,C,True,3.362744779,84,180
548,What does 'upload' mean?,"Upload refers to transmitting data from your device to a remote server or service (as opposed to download, which is receiving data).  The answer is (C)",C,C,True,7.570396683,83,297
556,What is an anagram?,An anagram is a word or phrase formed by rearranging the letters of another word or phrase. The answer is (B),B,B,True,4.692528605,85,356
560,What does 'de facto' mean?,The answer is (C),C,C,True,2.391395683,74,80
558,What is the approximate age of the universe?,The answer is (C),C,C,True,3.969051417,85,272
559,What is the name of the closest star to Earth (after the sun)?,The answer is (B),B,B,True,5.217457981,81,272
564,What is the name for unwanted bulk email?,The answer is (C),C,C,True,2.066061302,70,80
565,What is a baby sheep called?,The answer is (B),B,B,True,2.236143016,69,80
561,What is the binary number system based on?,The answer is (D),D,D,True,4.483548326,77,272
562,What is the name of the change from liquid to gas?,The answer is (B),B,B,True,4.760981234,77,336
563,What does 'bon voyage' mean?,The answer is (C),C,C,True,4.547982809,74,208
570,Who sang 'Thriller'?,The answer is (B),B,B,True,2.035940231,70,144
568,What is the symbol for silver on the periodic table?,The answer is (B),B,B,True,2.448962182,71,144
567,What does 'copyright' protect?,The answer is (C),C,C,True,4.094296364,73,208
569,What is the capital of Panama?,The answer is (D),D,D,True,2.918911881,71,208
571,In which city is the Nobel Peace Prize awarded?,"The Nobel Peace Prize is unique among the Nobel Prizes because it is awarded by the Norwegian Nobel Committee in Norway, while the other prizes are awarded in Sweden. Therefore, it is awarded in Oslo.  The answer is (D)",D,D,True,2.885761465,70,184
573,What does 'hola' mean in Spanish?,The answer is (D),D,D,True,2.30575706,70,144
572,What do you call the list of references at the end of a book?,The answer is (D),D,D,True,3.223371034,79,208
575,What does 'i.e.' stand for?,The answer is (B),B,B,True,2.076823406,76,144
576,What CSS property changes the size of text?,The answer is (D),D,D,True,2.541848631,72,208
578,What is the capital of the Dominican Republic?,The answer is (C),C,C,True,2.832346744,77,144
577,What is the term for an animal that sleeps through winter?,"Animals that sleep through winter undergo hibernation, which is a seasonal state of reduced metabolic activity to survive cold and scarce food. The answer is (D)",D,D,True,3.570991077,77,234
523,What does 'streaming' mean in media?,The answer is (B),B,B,True,25.766665638,86,144
579,What is the square root of 25?,"25 equals 5 × 5, so its square root is 5. The answer is (B)",B,B,True,3.589314117,73,224
580,What is the file extension for a PowerPoint file?,The answer is (A),A,A,True,3.419378496,77,208
582,What is the name of the famous clock tower in London?,The answer is (A),A,A,True,2.667480749,77,144
581,What family of instruments does a trumpet belong to?,The answer is (C),C,C,True,3.460111757,72,208
583,What does 'HDD' stand for?,The answer is (B),B,B,True,1.904976259,77,144
574,What do caterpillars turn into?,The answer is (B),B,B,True,6.138901466,76,336
584,What is the capital of Jordan?,The answer is (D),D,D,True,2.11697229,71,80
551,Where was Napoleon Bonaparte born?,The answer is (C),C,C,True,16.95555788,69,208
587,What is the name of the study of the past through excavation?,The answer is (D),D,D,True,2.369281328,75,80
566,What is the name of the study of earthquakes?,"The study of earthquakes is seismology; geology is broader, volcanology focuses on volcanoes, and tectonics studies plate movements.  The answer is (C)",C,C,True,12.156119518,77,299
585,What is the first month of the year?,The answer is (D),D,D,True,3.063980547,69,208
592,What is irony?,The answer is (C),C,C,True,1.796888315,77,80
589,What animal is on the Australian coat of arms alongside the emu?,The answer is (C),C,C,True,2.731723522,81,144
586,How many players are typically in a string quartet?,The answer is (B),B,B,True,3.497969486,74,272
591,What is the capital of Russia?,The answer is (D),D,D,True,2.720151027,73,208
