QID,model_answer,question,correct_answer,time,category
1908,B,"A pedestrian was injured when hit by a chair that was thrown from an upper-story hotel window. The pedestrian sued the occupants of all the rooms from which the chair might have been thrown. At trial, the pedestrian has been unable to offer any evidence as to the exact room from which the chair was thrown. The defendants have filed a motion for a directed verdict. Should the court grant the motion?",A,5.54059149,law
1909,C,"A reliable police informant telephoned the police to report seeing two men in a blue car selling narcotics outside a local movie theater. The informant gave a detailed description of the two men and the license number of the vehicle. A patrol car was immediately dispatched to the movie theater. A few minutes later, the police saw a car matching the description given parked about two blocks from the movie theater. When the police approached, they saw one man fitting the description provided. The police proceeded to the car and opened the doors of the vehicle. The police then pried open a locked tool case that was situated in the rear of the vehicle. Inside, the police found an envelope that contained about one gram of cocaine. They then placed the driver of the vehicle under arrest. Immediately thereafter, the police opened the glove compartment and found a small amount of marijuana. The driver of the van was subsequently prosecuted and charged with two counts of possession of controlled dangerous substances. He filed a motion to exclude the cocaine and marijuana from evidence. His motion will most likely be",E,7.64388894,law
1910,H,"A landlord, an owner in fee simple, leased a three- story house to a tenant for a term of 10 years. By the terms of the lease, the tenant expressly covenanted to pay a monthly rental of $300 and to pay the taxes on the premises during the term of the lease. The lease also stipulated that the tenant, as lessee, may not assign or sublease the said premises. The tenant and his family lived in the house for two years. Then the tenant, still owing the landlord three months back rent, assigned his leasehold interest in the property to a student, who was unaware of the prohibition against assignments. This written assignment expressly provided that the student would pay the landlord the monthly rental of $300, but was silent concerning the payment of taxes. The landlord never objected to this assignment. Six months after the assignment, the landlord conveyed his property interest in the premises to a new owner. The student failed to pay the taxes on the property. The new owner, after paying the taxes, brought suit against the student for the amount paid. Judgment should be for",B,7.663914604,law
1911,A,"A defendant was arrested and charged with possession of heroin. At the defendant's preliminary hearing, the prosecution presented evidence that the defendant was arrested while riding in a car. The heroin was found in a briefcase containing no identification, but several papers found inside contained references to the defendant. The defendant's attorney argued that the briefcase did not belong to the defendant, and the defendant had no idea how the heroin got inside the briefcase. The court ruled that there was insufficient probable cause to support a prosecution of the defendant on the heroin possession charge. The defendant was released from custody and charges were dropped. Several weeks later, a grand jury was convened to determine if the defendant should be re-indicted for heroin possession based on the same alleged incident reviewed at the preliminary hearing. The defendant was called to testif' as a witness at the grand jury hearing. He appeared and was sworn in as a witness. The defendant proceeded to challenge the proceeding on the basis that any grand jury indictment for heroin possession would constitute a violation of the double jeopardy clause. The defendant's double jeopardy challenge should be",A,7.480129253,law
1912,A,"A toy collector had purchased 10 antique toys over the last several years and had had them restored by an expert in toy restoration. On June 1, the collector sent the 11th antique toy to the expert with a signed note that read: ""Here is another toy for you to restore. As with all prior jobs, I will pay $500 for the work, but no more."" On June 4, after receipt of the collector's June 1 note and the toy, the expert began restoring the toy. On June 6, the collector unexpectedly died. On June 7, unaware of the collector's death, the expert sent the collector a note that stated that the restoration work had begun on June 4. The following day, the expert learned of the collector's death. Does a contract exist that binds the expert and the collector's estate?",H,6.001502269,law
1913,H,"Two men agreed to burglarize a home. While they were planning the burglary, the two men learned that the home had a sophisticated alarm system that needed to be disarmed. One of the men told the other that he knew an alarm specialist who could help disarm the security system. One of the men then approached the alarm specialist and asked if he would assist them in disarming the home's alarm system. The alarm specialist said that he didn't want to participate in the crime but told the man how he could disarm the system himself. The two men thereafter went to the home to commit the burglary. When they arrived at the home, they saw a vicious guard dog patrolling the fenced-in area of the home. Deciding it would be too risky to confront the dog, the two men abandoned their planned burglary. Which of the following is the most accurate statement regarding the criminal liability of the two men and the alarm specialist?",E,5.731648849,law
1914,C,"A man drinks a great deal of punch at a party. He was unaware that it contained PCP. Later in the evening, in an uncontrollable psychotic rage brought on by the drugs he kills someone at the party. The prosecution asks for second degree murder. What defense would have the best chance to succeed under the circumstances?",C,6.734822516,law
1915,F,"On April 10, the owner of a golf course entered into an oral agreement with a gardener whereby the gardener promised to install all new sprinkler heads on the sprinkler system at the 18-hole golf course. In return, the owner promised to pay the gardener $2,400 upon completion of the job. Since a golf tournament was scheduled for the weekend of April 20 21, the gardener agreed to replace all the sprinkler heads no later than April 19. Before accepting the job, the gardener had inspected the golf course and determined that 240 sprinkler heads had to be replaced. By April 14, the gardener had installed 80 new sprinkler heads on the first six holes of the 18-hole golf course. That afternoon, however, the owner learned that the gardener had been adjudicated bankrupt on April 12, so he notified the gardener to discontinue the job. The next day, the owner hired a landscaper to complete the installation work at $8 per head. The landscaper installed the remaining 160 sprinkler heads and completed the work on April 19. Despite making reasonable efforts, the gardener was unable to find any gainful employment during the period. Also, the gardener's application for unemployment compensation was rejected at the same time. Which of the following statements, if found to be true, would provide the owner with legally justifiable grounds for discharging the gardener?",C,6.29953818,law
1916,B,"A defendant was prosecuted for mail fraud. At trial, the defendant moved to have all witnesses excluded from the courtroom, and the court granted the motion. The government named the investigating FBI agent as its designated representative. Upon learning that the agent would be giving testimony during the trial, the defendant moved that the agent also be excluded from the courtroom. Should the defendantÕs motion be granted?",F,5.17701596,law
1917,F,"A defendant went to a party at his friend's house. While he was there, the defendant drank a lot of beers and countless shots. The defendant eventually stumbled into the bathroom where he spotted a purse lying on the floor under the sink. Wondering vaguely if it might contain more beer, he opened it up and found his friend's wallet. He grabbed some money from the wallet and left the bathroom. As he was descending the stairs with the money in his hand, his friend spotted him. She was initially concerned he might tumble down the stairs but upon seeing the money in his hand, she asked him where he got it. The defendant responded, ""Ha! Your money or your life!"" Not taking him seriously, the friend let him pass by. It wasn't until later that she realized that the defendant had taken the money from her wallet. The defendant should be charged with which of the following crimes?",A,5.010277849,law
1918,J,"A bank loaned a company $1,500,000 for the manufacture of a widget control system. As a condition of the loan, a majority shareholder in the company agreed in writing to personally guarantee the loan. Thereafter, the company defaulted on the loan and entered into a repayment agreement with the bank. This agreement provided that the bank would ""use maximum efforts in selling the company's assets at the highest possible price. "" The bank proceeded to sell the company's assets, discharging the indebtedness of the widget company. Later, it was ascertained that the bank did not realize the ""highest possible price"" in administering the sale of the company's assets. Consequently, the shareholder was forced into bankruptcy and lost her entire investment in the company. The shareholder brings an appropriate action against the bank to recover her investment in the company. She will most likely",H,4.391421441,law
1919,I,"Defendant is on trial. Which of the following, if occurs, would NOT cause a due process violation in the trial?",I,6.291357534,law
1920,B,"A supplier of ink for printers sent the following letter to all of its customers:""Closeout special! We have decided to no longer stock green ink cartridges. We have on hand a limited supply of green ink cartridges for all printers; when they're gone, they're gone! Please submit your orders as soon as possible to make sure your order can be filled. ""One of the regular customers of the supplier sent the following reply by fax:""Sorry to hear that you will no longer carry green ink cartridges, since that is one of our favorite colors. Please ship 100 green ink cartridges to our office as soon as possible. ""The supplier faxed an acknowledgement of the order to the customer with a promise that the cartridges would be shipped out in one week. The next day, the supplier received the following e-mail from the customer:""Please cancel our order. We just discovered that we already have plenty of green ink cartridges in inventory. "" The supplier proceeded to sell its entire stock of green ink cartridges at its asking price to other customers. In an action for breach of contract by the supplier against the customer, what is the maximum amount of damages that the supplier should be entitled to recover?",D,7.45856677,law
1921,C,"A city imposes a municipal excise tax of $200 per year on commercial photographic studios in the city. It also imposes an excise tax of $100 per year on every itinerant commercial photographer for the privilege of using the streets and sidewalks. A credit is allowed against this latter tax for any excise tax paid to the city by the photographer or his employer in respect to the maintenance of a photographic studio in the city. In an action by a studio located in the city challenging the constitutionality of the $200 per year excise tax, the court will most likely declare the tax",J,7.362802382,law
1922,B,"A city ""flow control"" ordinance mandated that all solid waste that was within the limits of the town was to be transported to a local facility in the city for processing before it could be sent to other states for further disposal. A solid waste processor sued the city in federal court claiming that the ordinance discriminated based on local economic protectionism. The city responded that the ordinance did not discriminate because it does not differentiate solid waste due to geographic origin. All solid waste, regardless of origin, must be processed and made environmentally safe at the transfer station before it leaves town. Will the federal court rule that the flow control ordinance is a discriminatory law against the free flow of interstate commerce?",B,5.986662977,law
1923,C,"On May 10, 1955, a rancher, owner of a 300-acre cattle ranch in Texas, conveyed a 20-acre strip across the property as follows:""To the railroad, its successors and assigns, to have and to hold so long as the same shall be used for railroad purposes. ""In 1972, the rancher made the followingconveyance:""To my daughter and her husband and their heirs, as much of the 300-acre cattle ranch as is not described in my deed to the railroad dated May, 10, 1955. ""The following year, the rancher, a widower, died intestate, survived by the daughter and a son. In 2000, the railroad decided to discontinue operating its trains over the strip conveyed in 1955. By 2004, the growth of a nearby town had made the 300-acre cattle ranch valuable as a potential site for homes or for an industrial park. However, as of January 1, 2005, the governing body of the county (in which the ranch sits) took appropriate action, in accordance with Texas statutes, to zone the 300-acre cattle ranch as single-family residential property with a minimum lot size of one acre. The ordinance provided that the exclusion of ranching operations and industrial development was necessary to protect the health of county residents by limiting the extent of waste disposal and preventing pollution of air and the nearby river, the county's major water supply. The state's power authority has now taken appropriate action to condemn half of the 300-acre cattle ranch, which will be flooded as a result of construction of a dam for a proposed hydroelectric facility. The 150 acres taken includes the 20-acre strip described in the deed to the railroad. Is the railroad entitled to any compensation from the state's power authority?",C,6.075250458,law
1924,H,"A rancher was the owner of a parcel of land in fee simple. The rancher left the parcel in 1977 to move to the city. A man took possession of the land in 1978 as an adverse possessor and remained on the land from 1978 to 1988; he then left the property to care for his sick mother for one year, returning the following year, 1990. Meanwhile, during the man's possession, the rancher devised the parcel to his son in 1994. The man remained on the property until2010. Assume that the statutory period for adverse possession in this state is 20 years. Upon the rancher's death in 2010, his son, as his sole heir, brings an ejectment suit to recover possession of the property from the man. In his action, the son will most probably",H,8.351746071,law
1925,G,"A woman owned four beach houses. Each house had star-shaped windows. As the hurricane season was approaching, she hired a carpenter to build storm windows for the star-shaped and deliver them to the four houses. Because of the unique shape of the windows, the carpenter had to do all work by hand. The carpenter and woman signed a contract under which the carpenter promised to build and deliver the storm windows to all four beach houses within 30 days, and the woman promised to pay $8,000 ($2,000 per beach house) within one week of completion of the job. Two weeks after the contract was signed, a fire destroyed the carpenter's workshop, where he was storing all the completed storm windows before delivery. The carpenter then sent a letter to the woman that read:""The fire destroyed my equipment and inventory  including the storm windows, which had been completed and which were awaiting delivery. I am dead broke and cannot complete my obligations under the contract. "" The woman then telephoned the carpenter and told him, ""Unless you fulfill your contractual obligations, I will sue you!""In an action for specific performance to compel the carpenter to build and deliver the storm windows, the woman will most likely",G,6.651220865,law
1926,E,"A woman owned a 10-acre tract of rural farmland in fee simple absolute. The woman agreed to sell the farmland to a man, and each signed a writing stating that the farmland was beitig sold: "". . . for $10,000, receipt of which is acknowledged. "" In actuality, the man had not yet paid the woman the $10,000. At the date set for closing, the woman transferred a deed to the farmland to the man, who gave the woman a check for $10,000. Howevei, a few days after the woman deposited the check, she received notice from her bank that the check had not cleared, due to insufficient funds in the account. The woman then brought suit against the man. At trial, the woman seeks to testify that the man did not in fact pay her the $10,000 as recited in their written instrument. The man objects to the woman's proposed testimony. Will the trial court judge be correct in sustaining the man's objection?",E,5.68085564,law
1927,B,"A legislative assistant to a state senator approached various wealthy lobbyists without the senator's knowledge to solicit illegal campaign contributions for the senator's upcoming re-election campaign. The assistant dictated several letters requesting such contributions, which the senator signed without reading, along with a pile of other correspondence. Before the letters were mailed, however, the senator discovered what had happened and then immediately terminated the assistant's employment. Later that same evening, after being notified that he was fired, the assistant returned to the senator's office and used his keys, which had not yet been returned, to enter. The assistant made copies of the letters in question. The following day, the assistant turned over the copies of the letters to an investigative reporter from the local newspaper in the area. The reporter had heard about the assistant's dismissal from another staff member and was curious about all the underlying circumstances. After the assistant provided the reporter with all of the pertinent facts, the reporter wrote a news story regarding the senator's solicitation of illegal campaign contributions. Although the reporter's story was printed in the newspaper, he did not reveal the source of his information. As soon as the publication was made, the FBI initiated an investigation of the senator's campaign finances. If the senator asserts a claim based on invasion of privacy against the newspaper for the publication of the article concerning the solicitation of illegal campaign contributions, the most likely result is that the senator will",D,6.890134954,law
1928,J,Which one of the following schools supports the view that a custom becomes law when it receives the stamp of judicial recognition by courts,E,4.796542656,law
1929,A,Which statement below is the least likely to follow logically from Savigny's notion of a Volksgeist?,A,5.903455521,law
1930,C,"What is the function of ""standard-setting in human rights diplomacy?",C,2.552205505,law
1931,B,"What is the function of ""standard-setting in human rights diplomacy?",C,4.53090543,law
1932,D,What is passive personality jurisdiction?,D,4.201661701,law
1933,G,What is passive personality jurisdiction? ,G,4.071799613,law
1934,A,"A state statute provides: ""Whenever a person knows or should know that he (or she) is being arrested by a police officer, it is the duty of such person to refrain from using force or any weapon in resisting arrest. "" Violation of the statute is made punishable by fine and/or imprisonment. One morning, there was a bank robbery in the state. That afternoon, a police officer arrested a suspect who he believed was involved in the crime. However, the police officer and the suspect have given different accounts concerning what happened next. According to the police officer, after the suspect was apprehended, he resisted arrest and hit the police officer in the mouth with his fist. The police officer, who was momentarily stunned, pulled out his nightstick and struck the suspect over the head with it. On the other hand, the suspect claimed that after he was arrested, he cursed at the policeman, whereupon the police officer began hitting the suspect with his nightstick. To avoid being hit again, the suspect hit the police officer with his fist, knocking him down. The suspect was charged with assault. The suspect should be found",B,4.986395702,law
1935,C,"A man placed the following advertisement in his local newspaper:""Public Auction Sale . . . without reserve December 7, 10:00 a. m. 110 Walnut St. , City, StateEntire furnishings of home must go: antiques, piano, pool table, appliances, tables, stereo system, etc. ""On the morning of December 7, a group of approximately 20 people showed up at the man's home. The first item the man put up for bid was an antique Baldwin grand piano. The man announced that the bidding would be ""without reserve"" and said, ""What's the opening bid on this beautiful Baldwin grand piano?"" A woman opened the bidding with $100. The man then commented, ""This piano is worth at least $5,000. What other bids am I offered?"" When the man did not receive any other bids, he informed the woman that he would not accept $100 and was removing the piano from the sale. If the woman asserts an action against the man for breach of contract, the woman will most likely",H,5.835801173,law
1936,I,"A man placed the following advertisement in his local newspaper:""Public Auction Sale . . . without reserve December 7, 10:00 a. m. 110 Walnut St. , City, StateEntire furnishings of home must go: antiques, piano, pool table, appliances, tables, stereo system, etc. ""On the morning of December 7, a group of approximately 20 people showed up at the man's home. The first item the man put up for bid was an antique Baldwin grand piano. The man announced that the bidding would be ""without reserve"" and said, ""What's the opening bid on this beautiful Baldwin grand piano?"" A woman opened the bidding with $100. The man then commented, ""This piano is worth at least $5,000. What other bids am I offered?"" When the man did not receive any other bids, he informed the woman that he would not accept $100 and was removing the piano from the sale. If the woman asserts an action against the man for breach of contract, the woman will most likely ",I,5.535433529,law
1937,I,"A nightclub owner applied for a required zoning permit to open a nude-dancing nightclub in the theater district of a city. An organization of influential city residents began an intensive lobbying effort to persuade the city council to deny the owner a permit to operate any type of nude- dancing facility at any time or in any place in the city. The owner has sued the city in an appropriate federal court, seeking an injunction that would prohibit the city council from considering the organization's views, on the ground that if the organization is successful in its lobbying efforts, the owner's First and Fourteenth Amendment rights would be violated. The city has moved to dismiss the action. Should the court dismiss the owner's action?",I,5.75721088,law
1938,F,"A nightclub owner applied for a required zoning permit to open a nude-dancing nightclub in the theater district of a city. An organization of influential city residents began an intensive lobbying effort to persuade the city council to deny the owner a permit to operate any type of nude- dancing facility at any time or in any place in the city. The owner has sued the city in an appropriate federal court, seeking an injunction that would prohibit the city council from considering the organization's views, on the ground that if the organization is successful in its lobbying efforts, the owner's First and Fourteenth Amendment rights would be violated. The city has moved to dismiss the action. Should the court dismiss the owner's action? ",F,8.049632105,law
1939,C,"In an automobile accident case, the defendant claimed that the plaintiff was contributorily negligent by driving at an excessive speed. The defendant's attorney calls its first witness, who was standing along the side of the road when the plaintiff's and defendant's cars collided. The defendant's attorney asks the witness: ""Is it a fact that in your estimation, plaintiff was traveling at a speed of 45 m. p. h. in a 35 m. p. h. speed zone at the time of the accident?"" The plaintiff objects. The trial judge should",D,4.04062279,law
1940,G,"At 1:00 a. m. one night, two police officers were driving past a tavern when they noticed a man vomiting outside. They stopped their patrol car and walked over to the man, whom they recognized as a troublemaker from the neighboring town. Realizing that the man was extremely intoxicated, they grabbed him and shoved him into their patrol car. They drove the man around in the police car for a few minutes and told him he had two choices. They would either take him to jail for the night or drive him to the city limits and drop him off there. The man indicated that he didn't want to go to jail. One of the officers then said, ""Does that mean you want us to drop you off at the city limits?"" The man replied, ""Yes. "" They then drove him to the city limits and left him along a busy highway. Moments later, the man staggered onto the street and was struck by a car driven by a motorist. He suffered multiple injuries. If the man asserts a claim against the police department based on negligence, he will most likely",G,6.177765313,law
1941,E,"An auto mechanic was repairing a car in his auto. shop when a spark ignited gasoline and oil residue on the floor. The mechanic managed to douse the flames, but not before the fire created giant billows of smoke that floated over onto a neighbor's property and caused the neighbor's home to become discolored. If the neighbor asserts a claim against the mechanic, the neighbor would most likely be able to recover for",G,5.166939055,law
1942,E,"An auto mechanic was repairing a car in his auto. shop when a spark ignited gasoline and oil residue on the floor. The mechanic managed to douse the flames, but not before the fire created giant billows of smoke that floated over onto a neighbor's property and caused the neighbor's home to become discolored. If the neighbor asserts a claim against the mechanic, the neighbor would most likely be able to recover for ",I,5.773167499,law
1943,D,"During spring break, a private boarding school was deserted while students and teachers were away on vacation. A guidance counselor remained on campus because he was working on a research project. After working late one night, the counselor decided to enter the room of a student from a very wealthy family. The counselor was rummaging through the student's room looking for something valuable to steal. Under the bed, he noticed an expensive suitcase. The counselor opened the suitcase and found an express mail envelope. The counselor knew that the student's father often sent money to his son in express mail envelopes. The counselor opened the envelope and saw that it contained a large quantity of white powder, which he suspected to be heroin. The counselor telephoned the police, and an officer was dispatched to the school. The counselor handed the officer the envelope, which he transported to the police station. At the station house, the officer opened the envelope and sent a sampling of the substance to the police lab. Tests confirmed the substance to be heroin. The police did not secure a search warrant before confiscating and opening the envelope. The student was thereafter arrested and charged with unlawful possession of a controlled dangerous substance. The student's attorney has filed a motion to suppress the heroin from evidence. The motion will most likely be",G,5.857401893,law
1944,G,"During spring break, a private boarding school was deserted while students and teachers were away on vacation. A guidance counselor remained on campus because he was working on a research project. After working late one night, the counselor decided to enter the room of a student from a very wealthy family. The counselor was rummaging through the student's room looking for something valuable to steal. Under the bed, he noticed an expensive suitcase. The counselor opened the suitcase and found an express mail envelope. The counselor knew that the student's father often sent money to his son in express mail envelopes. The counselor opened the envelope and saw that it contained a large quantity of white powder, which he suspected to be heroin. The counselor telephoned the police, and an officer was dispatched to the school. The counselor handed the officer the envelope, which he transported to the police station. At the station house, the officer opened the envelope and sent a sampling of the substance to the police lab. Tests confirmed the substance to be heroin. The police did not secure a search warrant before confiscating and opening the envelope. The student was thereafter arrested and charged with unlawful possession of a controlled dangerous substance. The student's attorney has filed a motion to suppress the heroin from evidence. The motion will most likely be ",E,6.872040047,law
1945,E,"A wealthy woman often wore expensive jewelry while walking her dog in the park. Her friends warned her against wearing such valuable jewelry because they feared she would be an easy target for muggers. In order to persuade the woman not to wear her expensive jewelry in the park, her friend decided to play a practical joke. One morning, the friend dressed like a man and hid in an area of the park that she knew the woman customarily walked through. As the woman was strolling through the park with her dog that morning, the friend jumped out from behind the bush brandishing a toy pistol and grabbed the woman's diamond necklace from her neck. Startled, the woman became hysterical and began to plead for her life. The friend then removed her male garb, handed the necklace back to the woman and said, ""I just wanted to frighten you to teach you a lesson. ""If the friend is subsequently prosecuted, she should be found guilty of which, if any, of the following crimes?",E,4.069493112,law
1946,D,"A scientist used his car to transport a large quantity of highly flammable petroleum derivatives that he needed for his scientific research. The petroleum derivatives were sold in ordinary glass gallon jugs. Shortly after putting the jugs in the back of his car, the scientist was driving along a city street. He was thinking about a difficult scientific question and not paying attention to his driving. As a result, he lost control of the car and drove up onto the sidewalk. The car flipped over. The glass jugs in the back of the car were broken, and the chemicals in them spilled out onto the sidewalk. Moments later, a doctor who witnessed the accident came running over to render medical assistance. As he approached the overturned car, however, the doctor slipped on the petroleum derivatives that had spilled onto the sidewalk. The doctor fell and fractured his ankle. If the doctor asserts a claim against the scientist based on strict liability, will the doctor prevail?",F,5.697113911,law
1947,I,"A scientist used his car to transport a large quantity of highly flammable petroleum derivatives that he needed for his scientific research. The petroleum derivatives were sold in ordinary glass gallon jugs. Shortly after putting the jugs in the back of his car, the scientist was driving along a city street. He was thinking about a difficult scientific question and not paying attention to his driving. As a result, he lost control of the car and drove up onto the sidewalk. The car flipped over. The glass jugs in the back of the car were broken, and the chemicals in them spilled out onto the sidewalk. Moments later, a doctor who witnessed the accident came running over to render medical assistance. As he approached the overturned car, however, the doctor slipped on the petroleum derivatives that had spilled onto the sidewalk. The doctor fell and fractured his ankle. If the doctor asserts a claim against the scientist based on strict liability, will the doctor prevail?",F,6.625166949,law
1948,D,"A retailer brought a federal diversity action against a wholesaler, alleging breach of contract and fraudulent misrepresentation. After the parties presented their evidence at trial, the court instructed the jury on the law. Neither party filed a motion for judgment as a matter of law before the case went to the jury. The jury found for the retailer on both claims. After the court entered judgment on the verdict, the wholesaler moved for a new trial and for judgment as a matter of law, arguing that the evidence was insufficient to support the jury verdict on either claim. The court acknowledged that there had been problems with some of the evidence, but it denied the motions. The wholesaler appealed, challenging the sufficiency of the evidence. Should the appellate court consider the wholesaler's challenge?",D,5.075519574,law
1949,D,"A retailer brought a federal diversity action against a wholesaler, alleging breach of contract and fraudulent misrepresentation. After the parties presented their evidence at trial, the court instructed the jury on the law. Neither party filed a motion for judgment as a matter of law before the case went to the jury. The jury found for the retailer on both claims. After the court entered judgment on the verdict, the wholesaler moved for a new trial and for judgment as a matter of law, arguing that the evidence was insufficient to support the jury verdict on either claim. The court acknowledged that there had been problems with some of the evidence, but it denied the motions. The wholesaler appealed, challenging the sufficiency of the evidence. Should the appellate court consider the wholesaler's challenge?",D,5.264649229,law
1950,J,"A husband and wife owned and operated a grocery store. The grocery store was situated in the first floor of the building in which the husband and wife occupied a second-floor apartment. Late one evening, the defendant was walking past the grocery store when he decided to steal the money he heard had been stashed in a cigar box inside the store. The defendant furtively walked to the rear of the building. He then proceeded to open the gate to the fenced-in back yard. Once inside the back yard, the defendant attempted to pry open the back window of the grocery store. Awakened by the barking of his watchdog, the husband went out onto his second- floor back porch and saw the defendant below. The husband yelled at the defendant. Startled, the defendant turned to run when he noticed a large package lying outside the rear door to the store. The defendant picked up the package, which contained baked bread that had been delivered earlier in the evening, and the defendant then ran off. Which of the following crimes will the defendant most likely be convicted of?",I,6.345412812,law
1951,A,"Fernandez is planning to attend an auction of the assets of Cross & Black, one of his major competitors who is liquidating. In the conduct of the auction, which of the following rules applies?",B,2.940720542,law
1952,D,"Fernandez is planning to attend an auction of the assets of Cross & Black, one of his major competitors who is liquidating. In the conduct of the auction, which of the following rules applies?",D,4.074863182,law
1953,J,"A defendant was prosecuted for murder. At trial, the prosecutor called a police detective to testify. The detective, who questioned the defendant at the station house after his arrest, testified that the defendant initially declared his innocence. The detective further testified that when given the opportunity to take a lie detector test, the defendant refused. The defendant's attorney did not object to the detective's testimony. The defendant was convicted and sentenced to prison. The defendant, who is now represented by a new attorney, appeals, claiming that it was error to admit the detective's testimony. The appellate court should find",A,10.068888938,law
1954,B,"A watch manufacturer has an agreement with a watch wholesaler in which the wholesaler agrees to purchase all of the watches made each month by the manufacturer, within an estimated number of 1000 to 1500 watches per month. Although the agreement worked well at 1,000 watches per month, the manufacturer expanded its plant capacity and produced 2500 watches per month. The wholesaler could no longer pay for that volume of watches. The manufacturer sued the wholesaler to compel it to buy its full output each month as required by the contract. will the court likely grant the manufacturer's request?",B,5.149501249,law
1955,F,"Late one night, co-defendants broke into a warehouse and proceeded to load the large crates of appliances onto their truck. As they were leaving, one of the co-defendants inadvertently threw his cigarette butt into a refuse pile of old cardboard boxes and papers. Soon afterward, the refuse ignited into a small fire. Although the co-defendants had time to douse the fire without any danger to themselves, neither did so. Instead, they climbed into the truck and fled. Meanwhile, the fire quickly spread, engulfing the entire warehouse in flames. At common law, the co-defendants should be found guilty of",H,5.189886103,law
1956,D,"If there is a conflict between a congressional act and a valid treaty, how is it resolved?",H,5.034772829,law
1957,D,"A sister and brother own a ranch as joint tenants. If the sister transfers her interest by quitclaim deed to her friend without the brother's knowledge, what interest, if any, does the friend have in the ranch?",E,3.688503144,law
1958,F,"A man and a woman are tennis partners who play regularly. Last January, the man slipped and fell while restocking grocery shelves at work. The man is suing the grocery store for damages, claiming that he suffers from pain in his back and legs as a result of the accident. At trial, the woman testified that five days prior to the accident, the man told her, ""I can't complete the tennis match because of pains in my back and legs. ""The trial judge should rule this testimony",F,6.971587653,law
1959,F,"A supermarket signed a contract with a bakery to provide the supermarket with 100 loaves of whole wheat bread per week for 12 consecutive weeks. The loaves were to be delivered on the first day of each week, with payment to be made within four days of delivery. For the first four weeks, the bakery delivered loaves to the supermarket and the supermarket made the appropriate payments. When the fifth delivery arrived, the supermarket discovered that the shipment contained 80 whole wheat loaves and 20 sourdough loaves. The manager of the supermarket immediately called the bakery to complain about the shipment. The operator of the bakery apologized and offered to send 20 loaves of whole wheat bread within 24 hours. What is the probable legal effect of the operator's conversation with the manager with regard to the fifth shipment?",H,7.406140857,law
1960,D,"Late one evening, a police department received a telephone call from an unidentified woman who reported hearing loud shrieks and screams from a neighboring home. The caller furnished the police with the address where the disturbance was taking place. When the police arrived at the home, they discovered the homeowner, bludgeoned to death. The murder weapon was a blood-stained baseball bat found near the victim's body. A subsequent investigation revealed that the homeowner had recently been separated from her husband who had since moved to another city. After questioning several of the victim's friends and relatives, the police concluded that the husband was a prime suspect in the murder. Thus, two detectives went to question the husband about the killing. When they arrived at his apartment, the detectives persuaded the landlord to let them into his apartment. Finding no one inside, they searched the apartment. Before leaving, the detectives took a box of cereal, which they planned to use for a fingerprint comparison. The prints from the cereal box matched those found on the baseball bat. The police provided the grand jury investigating the murder with the fingerprint comparison. The husband is subsequently subpoenaed to testify before the grand jury. Before his scheduled appearance, the husband files a motion to suppress evidence of the fingerprint comparison, contending that the evidence was illegally obtained. His motion should be",B,5.990597157,law
1961,E,"Congress has recently enacted a statute designed to prevent price gouging of gasoline by private retail sellers. To help administer the new statute Congress created a seven-member agency, four members of which were appointed by the President, two by the Senate, and one by the Speaker of the House. The agency was authorized to issue rules interpreting regulations prescribed under existing federal law. It was also authorized to issue ""cease and desist"" orders after hearings against private retail sellers of gasoline who ""intentionally engaged in price gouging. "" In this regard, violations of the cease and desist orders were made punishable by fine and/or imprisonment. Which of the following is the strongest constitutional argument against the authority of this agency?",I,5.535468355,law
1962,D,Buyer is purchasing a bicycle based on the salesperson's understanding of buyer's goals and seller's knowledge. What kind of warranty might this be considered?,D,3.824771218,law
1963,D,"A 73-year-old widower owned a 40-acre farm. The widower had two children, a son and a daughter. After the daughter married, she and her husband lived on the farm in a small cottage. From 1985 to 1989, the daughter and the husband helped the widower farm and maintain the property. The widower, whose health was deteriorating, needed the services of the daughter and her husband in order to continue to live on the farm. In December 1989, the daughter told the widower that she and her husband were planning to move out of state. Worried that he could not survive without their help, the widower said to the daughter, ""Please don't ever leav. e. I'm totally dependent on you and your husband. If you stay and continue to care for me and help with the farming, the farm will be yours when I die. "" The daughter turned down a job offer in a neighboring state and decided to do as the widower requested. For nine years, the daughter cared for her father while her husband handled most of the farming operations. In 1998, the widower died intestate with the daughter and the son as his only surviving heirs. The period required to acquire title by adverse possession in the jurisdiction is seven years. In an appropriate action to determine the legal and equitable rights of the daughter and the son, respectively, in the farm, the result will depend upon the application of the principles of and exceptions to the",F,7.60135618,law
1964,G,"Congress enacts a statute that makes Pennsylvania Avenue a one-way street. Congress has enacted the statute solely for the purpose of enabling members of Congress to travel back and forth to the Capital without being tied up in heavy traffic each day. Before Congress enacted this law, the Washington, D. C. , City Council had previously passed an ordinance designating Pennsylvania Avenue as a two-lane street. Which of the following is the most accurate statement regarding the constitutionality of the federal statute designating Pennsylvania Avenue a one-way street?",G,5.227370354,law
